2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"130300 NHAMUNDA";-;-;-;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"130320 NOVO AIRAO";2;6;10;8;29;27;19;13;8;14;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;1;-;145
"130330 NOVO ARIPUANA";-;1;-;1;1;16;13;9;15;8;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
"130340 PARINTINS";-;7;35;35;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;95
"130350 PAUINI";5;4;7;8;8;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;6;50
"130353 PRESIDENTE FIGUEIREDO";-;-;6;1;1;2;3;-;4;7;15;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;47
"130356 RIO PRETO DA EVA";4;7;21;9;2;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8;-;-;-;5;-;-;61
"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130370 SANTO ANTONIO DO ICA";3;3;-;6;3;5;2;8;25;6;11;-;-;1;3;5;6;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"130380 SAO GABRIEL DA CACHOEIRA";2;-;5;4;12;11;8;17;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"130390 SAO PAULO DE OLIVENCA";16;24;11;20;8;20;14;7;12;9;3;2;1;1;4;-;-;1;-;1;-;1;1;-;-;-;-;-;1;1;2;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;163
"130395 SAO SEBASTIAO DO UATUMA";1;1;3;6;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"130400 SILVES";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130406 TABATINGA";22;11;17;17;15;22;8;10;31;23;6;6;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;1;1;1;-;1;-;-;-;1;-;-;1;-;-;-;201
"130410 TAPAUA";-;8;2;4;2;13;15;25;24;25;8;3;3;2;1;1;11;3;1;3;5;5;-;4;3;7;2;2;-;1;2;-;4;7;5;9;2;7;6;7;1;3;2;-;2;-;-;-;-;-;-;-;240
"130420 TEFE";24;26;30;28;38;36;30;42;47;99;112;50;42;38;30;43;26;48;36;39;30;17;11;13;14;21;29;21;18;25;19;12;16;8;8;3;2;2;3;3;3;2;6;3;3;9;11;25;19;14;5;13;1252
"130423 TONANTINS";16;38;38;34;105;112;109;168;184;143;30;4;-;-;3;12;-;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1003
"130426 UARINI";-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;10
"130430 URUCARA";-;-;-;1;7;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"130440 URUCURITUBA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"140002 AMAJARI";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"140010 BOA VISTA";3;5;3;8;20;21;38;35;27;27;33;11;2;1;-;1;2;1;3;1;1;2;-;-;3;-;-;2;-;1;-;2;-;-;2;1;-;1;7;1;6;1;1;2;1;-;-;1;3;-;1;1;282
"140015 BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3;13;11;18;3;14;9;4;-;-;1;-;-;-;-;2;1;-;3;-;-;85
"140017 CANTA";-;1;-;-;-;-;2;2;1;1;-;4;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4;3;-;1;-;-;-;-;-;-;-;-;-;-;-;23
"140020 CARACARAI";-;-;2;3;2;1;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"140023 CAROEBE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"140028 IRACEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"140030 MUCAJAI";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"140040 NORMANDIA";-;-;-;3;1;1;7;7;2;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"140045 PACARAIMA";-;1;3;-;-;2;3;4;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;20
"140047 RORAINOPOLIS";-;-;1;2;2;-;1;1;2;-;8;6;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;1;3;-;2;-;1;-;-;1;-;-;-;-;-;1;-;2;-;-;-;-;38
"140050 SAO JOAO DA BALIZA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150010 ABAETETUBA";1;5;2;1;4;5;6;11;24;27;47;9;-;-;1;-;1;1;-;3;-;1;-;-;-;2;-;-;-;-;1;1;2;-;-;1;-;-;-;-;-;1;4;-;-;-;-;1;1;-;-;1;164
"150013 ABEL FIGUEIREDO";-;-;-;-;-;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;11
"150020 ACARA";-;-;-;-;1;2;6;5;5;5;4;2;2;2;-;1;2;1;1;1;2;-;-;-;-;-;1;-;-;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"150030 AFUA";22;50;24;23;27;16;9;10;20;19;24;6;6;5;1;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;268
"150034 AGUA AZUL DO NORTE";1;-;-;7;13;7;4;3;5;4;3;15;11;5;7;3;2;1;1;1;1;3;4;1;-;-;-;3;-;1;1;2;3;2;1;4;3;2;4;1;2;1;1;-;2;-;-;-;-;-;-;-;135
"150040 ALENQUER";-;-;-;2;4;1;3;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"150050 ALMEIRIM";4;6;-;-;9;13;14;32;32;12;17;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144
"150060 ALTAMIRA";5;11;19;18;34;45;48;70;107;96;111;32;12;13;11;9;5;10;14;6;10;3;4;2;5;8;5;5;3;3;5;5;5;5;2;-;-;2;4;2;2;-;-;-;1;1;-;1;-;1;-;-;760
"150070 ANAJAS";2;4;6;5;7;3;2;1;14;12;20;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;86
"150080 ANANINDEUA";1;3;11;10;21;18;28;68;69;33;2;8;1;4;-;2;2;3;2;1;2;2;1;-;-;-;-;-;2;-;2;-;-;1;-;2;-;2;-;1;2;1;1;1;2;1;4;1;-;-;4;-;319
"150085 ANAPU";2;3;32;27;33;26;85;69;68;32;10;-;1;-;-;2;-;1;1;2;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;400
"150090 AUGUSTO CORREA";-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;6
"150095 AURORA DO PARA";2;3;11;13;11;10;1;2;3;6;8;3;9;3;1;-;-;1;-;-;1;11;12;8;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;122
"150110 BAGRE";-;-;-;1;-;-;-;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;1;5;-;-;-;3;-;-;-;-;-;-;-;-;-;21
"150120 BAIAO";-;-;1;1;-;1;1;1;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150125 BANNACH";-;-;-;1;1;-;-;6;2;8;2;1;-;2;1;2;1;-;2;-;3;-;1;-;-;1;1;2;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"150130 BARCARENA";-;1;-;3;3;6;9;24;29;18;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;103
"150140 BELEM";29;47;64;79;100;128;182;172;143;83;60;22;21;10;11;11;9;14;9;14;15;3;12;11;9;4;4;2;11;14;10;4;16;9;11;5;6;5;1;4;2;11;3;4;1;7;6;13;2;6;2;-;1421
"150145 BELTERRA";1;1;2;-;3;7;23;23;86;74;65;47;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336
"150150 BENEVIDES";7;8;9;13;6;10;18;17;8;13;17;14;-;1;2;2;-;2;-;-;-;-;1;2;-;1;-;1;-;3;-;-;1;2;1;1;1;-;-;1;2;-;-;1;4;-;2;1;-;1;1;-;174
"150157 BOM JESUS DO TOCANTINS";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"150170 BRAGANCA";-;-;-;-;5;3;7;11;11;12;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"150172 BRASIL NOVO";1;3;-;1;3;3;4;1;6;8;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;38
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;2;1;-;-;1;2;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150178 BREU BRANCO";1;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150180 BREVES";-;-;-;-;3;6;6;12;17;22;20;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4;15;3;4;3;3;3;2;-;4;-;-;-;-;-;-;-;134
"150190 BUJARU";-;-;-;-;-;-;1;1;1;2;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"150195 CACHOEIRA DO PIRIA";-;-;-;-;-;-;2;8;11;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"150210 CAMETA";17;13;20;37;64;40;42;46;61;35;7;6;1;3;-;3;-;7;5;3;4;7;11;8;3;11;8;3;6;2;3;4;3;1;2;-;2;4;-;1;-;4;-;1;1;3;2;5;1;10;5;-;525
"150215 CANAA DOS CARAJAS";2;-;6;4;18;29;33;34;28;30;24;13;4;1;4;4;5;9;5;4;3;2;7;1;5;4;3;1;1;1;2;2;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;292
"150220 CAPANEMA";-;2;2;-;2;5;3;11;8;9;3;4;1;-;-;2;-;3;1;2;-;-;-;-;2;-;-;1;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;66
"150230 CAPITAO POCO";1;5;4;1;-;-;1;-;1;-;3;-;1;-;-;5;1;1;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;31
"150240 CASTANHAL";12;10;13;12;17;30;43;78;100;75;39;6;5;4;3;4;3;2;3;4;3;2;4;3;1;3;5;3;4;1;1;7;7;6;6;4;2;3;4;2;8;4;3;6;8;4;3;5;7;1;3;1;587
"150260 COLARES";-;-;-;2;3;8;10;11;21;18;10;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86
"150270 CONCEICAO DO ARAGUAIA";10;10;9;2;15;16;17;18;35;12;13;8;1;1;7;4;7;2;6;2;2;1;-;-;-;-;1;1;-;1;2;-;2;2;3;1;1;1;1;2;5;6;1;-;2;3;1;2;-;1;6;3;246
"150275 CONCORDIA DO PARA";-;1;1;-;1;3;3;6;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"150276 CUMARU DO NORTE";3;1;-;1;2;11;4;-;-;1;5;3;-;-;3;-;-;1;1;1;-;-;-;1;3;-;2;1;-;-;2;2;2;5;3;5;5;4;7;10;6;6;5;3;5;4;2;4;-;-;-;-;124
"150277 CURIONOPOLIS";-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150280 CURRALINHO";-;-;-;-;1;-;3;8;9;16;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"150285 CURUA";-;-;-;-;1;-;5;7;20;32;23;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"150290 CURUCA";-;1;4;1;1;1;3;7;6;3;7;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;39
"150293 DOM ELISEU";-;1;-;-;1;1;2;1;1;5;4;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"150295 ELDORADO DOS CARAJAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"150300 FARO";-;-;-;-;5;3;26;18;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"150304 FLORESTA DO ARAGUAIA";20;23;15;12;8;6;9;5;10;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;116
"150309 GOIANESIA DO PARA";1;1;-;3;1;5;-;1;3;1;2;4;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"150310 GURUPA";-;-;-;-;-;2;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150320 IGARAPE-ACU";8;6;8;11;20;16;21;36;26;17;14;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;2;3;-;1;2;7;15;6;-;1;4;1;-;231
"150330 IGARAPE-MIRI";1;2;-;3;2;5;10;13;17;11;12;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;87
"150340 INHANGAPI";-;-;-;-;-;-;1;2;8;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;19
"150345 IPIXUNA DO PARA";-;1;3;5;8;5;22;12;11;11;4;2;-;1;1;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5;2;2;-;-;-;2;-;-;-;-;2;3;5;1;-;-;112
"150350 IRITUIA";-;-;-;-;-;-;4;2;7;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;25
"150360 ITAITUBA";7;4;11;6;17;21;18;17;4;4;1;4;-;-;2;1;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;124
"150370 ITUPIRANGA";9;8;14;21;28;21;9;1;1;-;1;32;1;2;2;4;2;1;1;1;-;1;2;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;166
"150380 JACUNDA";-;2;2;3;5;11;6;10;15;19;22;21;11;9;6;2;7;4;4;6;8;9;1;4;-;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;192
"150390 JURUTI";1;-;-;3;4;9;18;15;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
"150400 LIMOEIRO DO AJURU";-;-;-;-;-;1;-;3;6;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"150405 MAE DO RIO";-;-;-;1;1;3;2;3;5;7;2;-;-;-;-;1;2;-;-;2;4;-;-;1;-;1;-;1;2;-;2;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;46
"150410 MAGALHAES BARATA";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;1;7;-;3;3;5;-;-;-;-;-;-;-;-;-;-;-;25
"150420 MARABA";2;1;5;1;3;3;6;9;15;9;3;1;-;1;1;-;-;-;-;2;-;1;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;70
"150430 MARACANA";-;-;-;-;1;2;-;1;4;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150440 MARAPANIM";-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150442 MARITUBA";5;6;6;5;3;9;7;16;7;23;20;-;-;-;-;1;3;-;-;3;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;5;-;1;2;-;-;-;129
"150445 MEDICILANDIA";-;1;6;4;12;3;3;4;4;3;5;1;-;-;-;2;-;1;2;1;2;2;-;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"150450 MELGACO";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"150460 MOCAJUBA";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"150470 MOJU";-;-;-;-;2;7;8;3;1;2;-;-;1;2;1;1;1;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"150475 MOJUI DOS CAMPOS";1;-;-;-;1;7;11;21;11;15;16;5;1;-;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;98
"150480 MONTE ALEGRE";50;62;64;81;117;80;121;90;36;38;11;3;-;4;4;3;2;4;4;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;9;5;8;2;804
"150490 MUANA";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150497 NOVA IPIXUNA";-;-;1;-;-;-;3;4;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;18
"150500 NOVA TIMBOTEUA";-;-;-;-;-;-;-;2;-;4;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150503 NOVO PROGRESSO";6;17;18;12;12;13;10;15;6;10;6;3;3;3;3;-;-;8;-;4;2;2;1;1;-;2;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;161
"150506 NOVO REPARTIMENTO";7;7;10;3;4;6;2;3;1;5;-;7;3;-;1;2;-;-;-;2;-;1;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;2;-;-;76
"150510 OBIDOS";-;-;-;-;1;2;8;28;19;18;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;93
"150520 OEIRAS DO PARA";-;1;1;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150530 ORIXIMINA";-;-;-;-;1;1;3;1;4;6;11;11;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;45
"150540 OUREM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150543 OURILANDIA DO NORTE";-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
