2024
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Total"
"350080 ALFREDO MARCONDES";-;-;-;-;-;-;1;-;-;-;-;1;2
"350090 ALTAIR";1;-;-;-;4;2;5;3;4;6;3;2;30
"350100 ALTINOPOLIS";1;-;-;2;4;3;5;10;14;13;16;8;76
"350110 ALTO ALEGRE";1;1;-;-;-;1;1;-;-;-;-;-;4
"350115 ALUMINIO";1;1;-;5;3;6;15;18;48;34;37;30;198
"350120 ALVARES FLORENCE";3;-;-;-;1;3;1;-;3;2;5;5;23
"350130 ALVARES MACHADO";-;-;-;-;2;3;-;2;4;6;21;-;38
"350140 ALVARO DE CARVALHO";-;-;-;1;2;2;-;1;3;-;-;-;9
"350150 ALVINLANDIA";-;-;-;-;2;2;2;-;-;2;-;-;8
"350160 AMERICANA";14;11;13;24;37;48;68;97;128;120;134;34;728
"350170 AMERICO BRASILIENSE";1;2;5;-;2;9;13;29;43;33;19;1;157
"350180 AMERICO DE CAMPOS";1;2;2;-;-;2;5;1;8;2;5;-;28
"350190 AMPARO";5;2;7;11;10;25;20;33;23;49;68;15;268
"350200 ANALANDIA";1;2;1;7;9;32;25;25;30;35;53;37;257
"350210 ANDRADINA";-;1;-;2;1;1;1;2;1;24;43;35;111
"350220 ANGATUBA";-;1;-;-;-;3;6;5;9;13;32;25;94
"350230 ANHEMBI";1;-;-;-;1;1;1;1;1;9;7;-;22
"350240 ANHUMAS";-;-;-;-;-;-;-;2;-;2;3;-;7
"350250 APARECIDA";1;-;6;6;15;16;38;45;62;65;55;14;323
"350260 APARECIDA D'OESTE";1;-;-;-;-;-;-;-;2;2;2;10;17
"350270 APIAI";-;2;-;1;-;-;1;3;5;14;7;15;48
"350275 ARACARIGUAMA";2;4;5;5;2;5;10;13;23;11;31;2;113
"350280 ARACATUBA";6;5;7;11;7;18;32;35;73;81;78;50;403
"350290 ARACOIABA DA SERRA";-;-;-;-;-;1;5;3;3;4;-;2;18
"350300 ARAMINA";-;-;-;-;-;-;3;1;4;6;1;4;19
"350310 ARANDU";-;-;-;-;-;-;-;-;1;1;5;2;9
"350315 ARAPEI";-;-;2;-;-;2;2;4;8;25;9;-;52
"350320 ARARAQUARA";13;13;23;17;22;34;40;47;54;45;67;20;395
"350330 ARARAS";-;2;5;13;5;10;22;22;22;27;17;-;145
"350335 ARCO-IRIS";-;-;-;2;-;-;1;1;1;-;-;-;5
"350340 AREALVA";3;2;7;8;5;9;14;20;27;23;16;5;139
"350350 AREIAS";-;2;2;-;8;-;2;6;10;3;1;3;37
"350360 AREIOPOLIS";-;1;1;-;1;-;1;11;7;13;45;39;119
"350370 ARIRANHA";8;9;18;23;31;33;55;52;81;96;136;19;561
"350380 ARTUR NOGUEIRA";1;5;7;13;17;17;42;51;38;35;24;1;251
"350390 ARUJA";15;16;17;36;38;72;138;237;258;180;64;2;1073
"350395 ASPASIA";-;-;-;1;2;3;-;-;-;2;2;-;10
"350400 ASSIS";68;95;181;216;177;121;135;256;308;30;3;-;1590
"350410 ATIBAIA";17;32;38;59;128;250;289;382;386;327;196;45;2149
"350420 AURIFLAMA";1;-;-;-;-;-;-;-;1;1;1;-;4
"350440 AVANHANDAVA";-;-;1;2;-;-;-;-;-;5;6;1;15
"350450 AVARE";7;5;10;25;16;14;48;27;55;48;10;-;265
"350460 BADY BASSITT";2;1;-;3;1;6;1;7;7;2;35;12;77
"350470 BALBINOS";-;-;-;-;-;-;-;-;4;2;17;-;23
"350480 BALSAMO";-;1;-;1;1;1;-;2;2;2;2;-;12
"350490 BANANAL";-;-;4;6;5;3;17;16;22;22;22;16;133
"350500 BARAO DE ANTONINA";-;-;-;-;-;-;-;-;-;3;5;-;8
"350510 BARBOSA";1;1;-;3;1;4;1;4;15;9;6;1;46
"350520 BARIRI";65;95;88;270;307;267;208;195;133;75;27;-;1730
"350530 BARRA BONITA";4;4;4;11;11;9;12;26;23;33;49;32;218
"350535 BARRA DO CHAPEU";-;-;-;-;-;-;1;2;1;2;1;-;7
"350540 BARRA DO TURVO";-;-;-;-;-;2;2;7;17;13;-;-;41
"350550 BARRETOS";5;7;10;25;27;51;84;89;110;127;116;106;757
"350560 BARRINHA";2;4;10;4;10;16;19;35;22;1;1;-;124
"350570 BARUERI";5;6;12;25;37;59;142;300;613;715;317;68;2299
"350580 BASTOS";2;-;-;1;2;1;3;1;2;4;1;-;17
"350590 BATATAIS";18;17;23;44;69;84;125;80;76;37;12;-;585
"350600 BAURU";72;86;151;213;275;409;439;415;537;595;641;400;4233
"350610 BEBEDOURO";51;144;366;287;380;343;474;416;320;157;207;1;3146
"350620 BENTO DE ABREU";-;-;-;-;-;-;-;1;-;2;-;-;3
"350630 BERNARDINO DE CAMPOS";-;4;4;4;12;25;31;40;38;25;-;-;183
"350635 BERTIOGA";101;106;94;163;202;172;71;68;90;112;74;4;1257
"350640 BILAC";-;-;-;-;-;-;-;-;2;-;-;-;2
"350650 BIRIGUI";13;24;15;38;46;66;99;153;186;153;230;91;1114
"350660 BIRITIBA-MIRIM";1;3;1;1;7;9;6;12;22;20;28;8;118
"350670 BOA ESPERANCA DO SUL";1;-;-;-;1;-;1;2;2;2;1;2;12
"350680 BOCAINA";-;-;2;-;1;1;4;5;4;2;4;-;23
"350690 BOFETE";-;1;1;1;-;3;2;1;2;6;4;1;22
"350700 BOITUVA";13;14;15;21;14;26;39;49;54;118;197;159;719
"350710 BOM JESUS DOS PERDOES";-;-;4;5;2;8;4;12;12;13;8;-;68
"350715 BOM SUCESSO DE ITARARE";-;-;-;-;-;-;-;-;-;-;-;2;2
"350720 BORA";-;-;-;-;-;-;-;-;-;-;4;3;7
"350730 BORACEIA";34;6;12;12;7;41;88;44;14;37;45;9;349
"350740 BORBOREMA";5;7;5;11;13;7;18;19;17;27;18;3;150
"350745 BOREBI";-;-;-;-;-;-;-;1;-;-;-;-;1
"350750 BOTUCATU";125;133;181;295;195;234;459;512;610;956;1241;829;5770
"350760 BRAGANCA PAULISTA";45;61;219;281;371;523;533;357;282;147;67;2;2888
"350770 BRAUNA";-;1;1;1;-;1;-;1;3;-;-;-;8
"350775 BREJO ALEGRE";-;-;-;-;-;-;-;-;-;2;-;1;3
"350780 BRODOWSKI";227;175;224;238;257;228;192;153;116;66;22;2;1900
"350790 BROTAS";1;2;11;9;15;29;45;51;62;36;9;-;270
"350800 BURI";-;-;5;1;3;1;5;12;13;23;46;26;135
"350810 BURITAMA";-;-;-;2;-;1;2;2;11;15;5;5;43
"350820 BURITIZAL";-;-;1;-;-;-;-;-;-;1;6;-;8
"350830 CABRALIA PAULISTA";-;-;-;-;-;2;-;2;4;2;3;-;13
"350840 CABREUVA";-;1;2;5;11;14;44;79;91;68;65;2;382
"350850 CACAPAVA";2;9;9;16;16;22;60;101;112;201;218;46;812
"350860 CACHOEIRA PAULISTA";1;1;3;2;6;7;9;6;4;1;7;-;47
"350870 CACONDE";-;-;-;1;1;2;3;8;2;20;37;18;92
"350880 CAFELANDIA";-;1;1;1;5;4;3;7;3;-;-;-;25
"350890 CAIABU";-;-;-;-;-;1;-;1;5;5;7;6;25
"350900 CAIEIRAS";29;33;94;112;150;182;175;194;92;39;30;4;1134
"350910 CAIUA";-;-;-;-;-;-;-;-;6;2;-;-;8
"350920 CAJAMAR";3;2;4;7;31;52;44;50;70;101;91;30;485
"350925 CAJATI";-;-;1;-;6;7;4;6;16;17;6;-;63
"350930 CAJOBI";-;-;1;-;1;-;-;-;1;4;3;2;12
"350940 CAJURU";-;-;4;-;4;5;3;-;9;11;-;-;36
"350945 CAMPINA DO MONTE ALEGRE";-;-;-;-;-;-;7;7;10;17;12;10;63
"350950 CAMPINAS";464;658;937;1269;1568;2125;3077;4323;4569;5355;5437;2227;32009
"350960 CAMPO LIMPO PAULISTA";-;2;1;3;4;8;32;61;78;51;7;-;247
"350970 CAMPOS DO JORDAO";2;3;3;1;5;3;11;10;19;9;13;3;82
"350980 CAMPOS NOVOS PAULISTA";-;-;-;-;-;2;1;-;2;1;6;1;13
"350990 CANANEIA";-;-;-;-;3;1;2;3;9;17;61;17;113
"350995 CANAS";-;-;-;-;-;-;5;9;20;12;20;9;75
"351000 CANDIDO MOTA";5;3;9;6;25;17;24;28;48;37;64;35;301
"351010 CANDIDO RODRIGUES";-;-;-;1;-;-;-;-;3;1;-;-;5
"351015 CANITAR";-;-;-;2;1;1;2;2;7;5;6;8;34
"351020 CAPAO BONITO";-;-;-;-;1;2;4;3;2;6;25;5;48
"351030 CAPELA DO ALTO";-;1;2;1;3;2;3;16;22;26;90;19;185
"351040 CAPIVARI";22;22;34;21;32;56;94;27;1;-;1;-;310
"351050 CARAGUATATUBA";48;36;30;38;31;66;93;192;325;358;203;20;1440
"351060 CARAPICUIBA";-;1;-;3;7;14;47;170;207;168;161;-;778
"351070 CARDOSO";-;-;-;1;4;5;3;1;1;3;-;-;18
"351080 CASA BRANCA";2;6;6;18;28;29;43;51;64;64;105;30;446
"351090 CASSIA DOS COQUEIROS";1;1;1;1;-;2;3;1;3;11;9;5;38
"351100 CASTILHO";-;1;2;2;2;4;4;5;1;-;9;2;32
"351110 CATANDUVA";45;41;88;104;169;187;235;317;442;416;343;43;2430
"351120 CATIGUA";1;1;7;14;7;9;14;10;16;2;-;-;81
"351130 CEDRAL";2;1;2;3;3;8;7;6;15;11;15;7;80
"351140 CERQUEIRA CESAR";-;-;1;1;1;7;8;2;4;4;5;-;33
"351150 CERQUILHO";-;-;1;2;2;3;5;12;13;13;7;2;60
"351160 CESARIO LANGE";-;-;-;1;3;-;2;4;5;21;45;20;101
"351170 CHARQUEADA";2;2;2;2;5;4;18;18;13;12;11;-;89
"351190 CLEMENTINA";-;-;-;-;1;1;-;-;-;-;-;-;2
"351200 COLINA";21;20;40;64;51;19;17;31;54;41;17;3;378
"351210 COLOMBIA";-;-;-;-;2;-;2;3;2;-;3;-;12
"351220 CONCHAL";-;-;2;1;-;1;-;3;-;6;6;3;22
"351230 CONCHAS";1;-;1;-;2;2;5;1;11;9;3;2;37
"351240 CORDEIROPOLIS";-;-;1;3;4;-;2;11;11;8;18;-;58
"351250 COROADOS";-;2;2;2;2;4;4;4;4;3;1;6;34
"351260 CORONEL MACEDO";-;-;2;2;1;2;5;13;16;21;26;1;89
"351270 CORUMBATAI";-;-;-;-;-;-;-;-;-;2;-;-;2
"351280 COSMOPOLIS";3;3;-;5;14;15;34;34;67;57;24;1;257
"351290 COSMORAMA";-;-;1;2;1;2;-;3;5;2;4;1;21
"351300 COTIA";12;14;24;103;101;130;216;239;147;121;209;26;1342
"351310 CRAVINHOS";44;78;64;96;95;92;118;204;155;113;7;-;1066
"351320 CRISTAIS PAULISTA";1;3;6;13;17;7;9;8;9;4;-;-;77
"351330 CRUZALIA";-;2;3;2;1;3;1;7;4;4;1;3;31
"351340 CRUZEIRO";2;3;4;7;13;13;27;31;21;35;28;1;185
"351350 CUBATAO";4;6;2;1;12;13;15;56;55;83;28;1;276
"351360 CUNHA";2;1;2;4;2;7;8;11;16;18;19;9;99
"351370 DESCALVADO";1;-;-;1;1;6;6;18;34;41;62;12;182
"351380 DIADEMA";11;15;20;27;52;110;140;241;280;313;209;57;1475
"351385 DIRCE REIS";-;-;-;1;-;2;-;2;3;1;1;1;11
"351390 DIVINOLANDIA";-;-;-;-;-;-;-;1;1;6;5;5;18
"351400 DOBRADA";-;-;-;-;-;-;4;1;9;2;3;4;23
"351410 DOIS CORREGOS";104;81;153;270;228;300;202;225;163;200;123;25;2074
"351420 DOLCINOPOLIS";-;-;-;-;-;-;-;1;5;2;3;4;15
"351430 DOURADO";-;-;-;-;1;4;4;21;17;14;18;13;92
"351440 DRACENA";1;1;2;7;3;6;16;10;12;4;7;-;69
"351450 DUARTINA";1;-;-;1;-;1;1;2;3;1;-;-;10
"351460 DUMONT";3;4;14;21;27;33;31;25;9;8;3;-;178
"351470 ECHAPORA";-;-;-;-;4;2;2;3;2;5;23;9;50
"351480 ELDORADO";-;-;-;-;5;8;13;9;4;12;24;3;78
"351490 ELIAS FAUSTO";2;2;-;1;4;8;8;12;12;7;17;5;78
"351492 ELISIARIO";1;-;-;2;4;4;12;17;18;15;36;2;111
"351495 EMBAUBA";-;-;-;2;-;-;-;1;-;-;3;-;6
"351500 EMBU DAS ARTES";3;2;7;17;16;47;46;65;88;81;16;-;388
"351510 EMBU-GUACU";-;1;4;9;10;18;11;24;41;52;29;3;202
"351512 EMILIANOPOLIS";-;-;-;-;-;1;1;-;-;-;-;-;2
"351515 ENGENHEIRO COELHO";-;2;1;2;4;6;3;1;14;4;7;3;47
"351518 ESPIRITO SANTO DO PINHAL";2;5;10;16;19;44;69;75;83;130;43;26;522
"351519 ESPIRITO SANTO DO TURVO";-;-;-;2;-;-;-;-;-;-;5;6;13
"351520 ESTRELA D'OESTE";-;-;-;-;1;-;1;1;4;6;11;8;32
"351530 ESTRELA DO NORTE";1;-;-;2;-;2;2;1;1;2;1;1;13
"351535 EUCLIDES DA CUNHA PAULISTA";-;1;-;-;-;-;-;-;1;-;-;-;2
"351540 FARTURA";-;-;2;-;-;2;3;11;24;22;22;-;86
"351550 FERNANDOPOLIS";4;3;5;10;16;26;33;34;45;60;41;8;285
"351560 FERNANDO PRESTES";-;1;-;-;-;1;2;3;-;3;-;-;10
"351565 FERNAO";-;1;-;-;-;-;1;-;1;1;2;1;7
"351570 FERRAZ DE VASCONCELOS";-;3;7;16;36;56;87;135;152;201;124;3;820
"351590 FLOREAL";-;-;-;-;-;-;-;-;-;1;1;1;3
"351600 FLORIDA PAULISTA";-;-;-;-;3;4;2;3;2;1;3;-;18
"351610 FLORINIA";-;-;-;2;1;1;2;2;6;7;6;16;43
"351620 FRANCA";84;119;193;264;293;246;232;233;127;48;13;2;1854
"351630 FRANCISCO MORATO";2;4;8;24;57;76;110;112;89;108;13;-;603
"351640 FRANCO DA ROCHA";113;114;168;259;261;225;364;430;557;356;153;22;3022
"351650 GABRIEL MONTEIRO";-;-;-;-;-;-;-;-;1;-;-;-;1
"351660 GALIA";-;-;-;-;-;-;1;-;-;-;2;1;4
"351670 GARCA";8;6;4;5;8;13;32;34;69;111;123;78;491
"351680 GASTAO VIDIGAL";-;-;-;1;2;1;4;3;1;8;4;2;26
"351685 GAVIAO PEIXOTO";-;1;2;1;-;1;2;1;7;2;11;5;33
"351690 GENERAL SALGADO";-;-;-;-;-;1;-;-;1;-;5;-;7
"351700 GETULINA";36;40;46;48;20;11;9;21;9;21;11;9;281
"351710 GLICERIO";-;1;-;-;-;1;-;1;1;1;1;-;6
"351720 GUAICARA";-;-;1;1;-;-;1;2;1;-;1;-;7
"351730 GUAIMBE";5;1;2;3;2;3;1;2;1;-;4;-;24
"351740 GUAIRA";12;15;10;22;21;19;28;34;42;50;56;22;331
"351750 GUAPIACU";-;3;3;7;6;23;19;23;27;34;26;9;180
"351760 GUAPIARA";-;-;-;-;-;2;-;2;-;3;15;13;35
"351770 GUARA";-;-;1;2;9;10;17;16;20;11;3;-;89
"351780 GUARACAI";-;-;-;-;-;-;1;-;1;-;1;1;4
"351790 GUARACI";1;-;2;-;2;3;7;5;13;13;5;7;58
"351800 GUARANI D'OESTE";-;-;-;-;-;-;-;-;2;2;7;2;13
"351810 GUARANTA";-;1;2;-;-;1;5;4;8;7;1;-;29
"351820 GUARARAPES";5;2;15;9;20;15;47;50;65;77;110;40;455
"351830 GUARAREMA";5;5;23;30;71;127;123;139;262;296;98;-;1179
"351840 GUARATINGUETA";36;72;98;173;207;246;253;303;279;78;15;21;1781
"351850 GUAREI";1;1;1;3;1;3;6;5;7;13;6;-;47
"351860 GUARIBA";1;-;4;1;2;5;14;18;24;21;4;1;95
"351870 GUARUJA";18;37;47;74;99;260;356;510;507;373;160;-;2441
"351880 GUARULHOS";107;207;322;474;820;1051;1487;2093;2439;2910;2943;1576;16429
"351885 GUATAPARA";-;-;-;-;1;5;4;8;11;10;7;3;49
"351890 GUZOLANDIA";-;-;-;-;-;-;-;-;-;1;-;-;1
"351900 HERCULANDIA";-;1;1;4;4;4;1;9;5;5;9;-;43
"351905 HOLAMBRA";2;5;4;9;8;9;29;23;47;64;56;42;298
"351907 HORTOLANDIA";10;8;15;21;18;62;112;230;175;137;161;90;1039
"351910 IACANGA";1;4;2;1;6;8;7;6;12;16;3;3;69
"351920 IACRI";-;4;1;2;2;3;6;10;7;10;3;-;48
"351925 IARAS";-;1;-;-;-;-;4;3;2;3;5;-;18
"351930 IBATE";2;-;-;-;1;7;4;10;5;3;27;9;68
"351940 IBIRA";-;-;-;1;-;1;2;3;5;6;7;2;27
"351950 IBIRAREMA";-;-;1;-;-;1;4;6;5;18;26;5;66
"351960 IBITINGA";-;2;1;1;6;10;17;38;46;48;57;40;266
"351970 IBIUNA";-;1;-;3;3;6;10;15;42;111;102;25;318
"351980 ICEM";-;1;-;2;-;-;1;-;-;-;-;-;4
"351990 IEPE";-;1;-;2;-;1;1;1;2;-;2;1;11
"352000 IGARACU DO TIETE";-;3;2;2;2;4;13;21;25;22;39;22;155
"352010 IGARAPAVA";-;-;-;-;2;12;17;14;1;-;8;-;54
"352020 IGARATA";4;-;9;21;3;15;18;15;14;16;29;13;157
"352030 IGUAPE";19;22;35;49;72;59;124;238;223;154;135;180;1310
"352040 ILHABELA";10;22;15;27;33;53;75;96;104;54;5;-;494
"352042 ILHA COMPRIDA";1;1;5;7;13;13;17;18;14;3;18;4;114
"352044 ILHA SOLTEIRA";-;1;1;-;1;-;2;3;2;1;3;-;14
"352050 INDAIATUBA";11;15;23;31;62;112;103;160;169;218;191;27;1122
"352060 INDIANA";-;-;-;-;1;1;-;2;2;-;-;-;6
"352070 INDIAPORA";-;-;-;-;2;-;2;2;2;5;3;-;16
"352080 INUBIA PAULISTA";-;-;-;-;-;-;-;1;7;2;-;-;10
"352090 IPAUSSU";-;-;1;2;2;1;3;2;4;5;6;7;33
"352100 IPERO";-;-;3;-;1;5;3;18;66;48;73;9;226
"352110 IPEUNA";-;1;-;1;4;4;11;18;15;21;40;10;125
"352115 IPIGUA";-;-;1;1;1;-;-;2;1;1;-;2;9
"352120 IPORANGA";-;-;-;1;1;-;1;1;-;8;7;1;20
"352130 IPUA";-;-;-;-;-;-;1;1;-;2;1;1;6
"352140 IRACEMAPOLIS";2;2;4;5;12;19;22;18;30;30;14;-;158
"352150 IRAPUA";3;7;9;20;19;12;8;3;6;9;5;-;101
"352160 IRAPURU";2;2;1;2;-;2;-;7;4;7;4;1;32
"352170 ITABERA";-;-;-;-;-;-;-;1;1;5;11;14;32
"352180 ITAI";-;-;2;-;1;1;4;3;8;4;7;9;39
"352190 ITAJOBI";1;1;-;-;4;3;3;5;9;12;33;11;82
"352200 ITAJU";-;6;10;10;12;5;13;11;20;26;31;24;168
"352210 ITANHAEM";6;3;8;10;12;33;35;80;119;114;60;-;480
"352215 ITAOCA";-;-;-;-;-;-;-;-;1;-;-;-;1
"352220 ITAPECERICA DA SERRA";1;2;-;-;7;21;19;55;40;44;24;1;214
"352230 ITAPETININGA";22;20;39;51;63;82;122;101;113;119;119;31;882
"352240 ITAPEVA";1;-;1;-;4;12;36;48;76;152;207;116;653
"352250 ITAPEVI";1;2;-;5;6;5;14;53;50;40;-;-;176
"352260 ITAPIRA";2;3;8;9;29;42;91;197;282;200;112;9;984
"352270 ITAPOLIS";2;4;2;4;3;1;6;3;7;7;9;-;48
"352280 ITAPORANGA";1;-;1;-;-;3;3;4;9;7;9;2;39
"352290 ITAPUI";-;1;1;2;-;2;4;8;14;37;57;18;144
"352300 ITAPURA";-;1;-;-;-;4;3;2;8;5;2;-;25
"352310 ITAQUAQUECETUBA";5;5;15;50;56;54;94;120;162;154;36;-;751
"352320 ITARARE";-;-;-;3;6;5;3;7;20;13;19;15;91
"352330 ITARIRI";-;-;-;-;-;3;2;2;5;4;2;-;18
"352340 ITATIBA";24;27;83;127;106;127;153;106;113;62;31;-;959
"352350 ITATINGA";-;-;1;1;-;1;5;2;6;5;7;-;28
"352360 ITIRAPINA";1;-;-;-;-;1;2;7;8;3;-;-;22
"352370 ITIRAPUA";2;-;-;1;11;12;8;13;4;4;3;7;65
"352380 ITOBI";-;-;-;1;-;1;3;4;10;19;21;8;67
"352390 ITU";104;143;195;282;259;391;486;528;808;993;839;225;5253
"352400 ITUPEVA";1;1;2;-;2;6;5;8;4;3;2;-;34
"352410 ITUVERAVA";2;3;4;2;6;1;4;5;4;-;1;-;32
"352420 JABORANDI";-;1;3;2;1;7;3;7;19;8;12;2;65
"352430 JABOTICABAL";3;7;9;8;34;46;59;64;93;83;91;40;537
"352440 JACAREI";334;445;622;951;818;1052;1371;1640;1824;1393;692;105;11247
"352450 JACI";2;-;1;1;-;2;1;-;3;2;8;2;22
"352460 JACUPIRANGA";-;-;-;-;1;4;12;21;24;19;14;7;102
"352470 JAGUARIUNA";7;7;13;15;51;88;181;226;353;376;446;204;1967
"352480 JALES";3;1;1;2;5;5;12;13;37;32;32;1;144
"352490 JAMBEIRO";-;-;3;1;2;2;8;8;5;33;25;20;107
"352500 JANDIRA";-;-;-;1;25;20;17;16;11;16;12;-;118
"352510 JARDINOPOLIS";4;22;41;32;39;11;54;64;64;79;47;6;463
"352520 JARINU";1;1;2;2;8;5;11;19;8;3;6;1;67
"352530 JAU";33;49;66;79;89;106;188;333;484;351;163;12;1953
"352540 JERIQUARA";-;-;1;1;5;9;8;24;10;16;26;4;104
"352550 JOANOPOLIS";-;-;1;3;2;4;9;17;12;19;54;17;138
"352560 JOAO RAMALHO";-;1;-;-;1;-;-;1;-;-;5;2;10
"352570 JOSE BONIFACIO";-;-;-;1;-;1;3;1;3;5;20;12;46
"352580 JULIO MESQUITA";1;-;-;-;-;-;-;-;-;-;-;-;1
"352585 JUMIRIM";-;-;-;1;-;-;-;-;1;-;3;2;7
"352590 JUNDIAI";61;74;125;184;168;319;410;395;379;230;67;13;2425
"352600 JUNQUEIROPOLIS";-;-;1;1;2;3;1;-;1;1;1;-;11
"352610 JUQUIA";-;-;-;1;1;2;4;1;4;6;13;-;32
"352620 JUQUITIBA";-;-;1;3;8;10;10;8;13;18;12;-;83
"352630 LAGOINHA";-;-;-;-;3;4;7;5;18;19;39;29;124
"352640 LARANJAL PAULISTA";-;-;2;2;-;-;1;3;1;3;2;1;15
"352650 LAVINIA";-;-;-;-;-;-;-;1;1;1;3;-;6
"352660 LAVRINHAS";-;1;-;2;2;4;11;22;30;17;15;5;109
"352670 LEME";6;7;16;29;25;48;69;101;122;192;222;66;903
"352680 LENCOIS PAULISTA";7;7;13;31;10;25;29;40;53;88;110;73;486
"352690 LIMEIRA";70;122;175;198;196;278;343;419;299;320;50;-;2470
"352700 LINDOIA";1;1;-;-;-;-;1;2;4;-;-;-;9
"352710 LINS";8;16;16;15;16;12;15;11;21;14;18;1;163
"352720 LORENA";6;14;37;69;107;221;248;309;416;243;78;-;1748
"352725 LOURDES";-;-;-;-;-;1;-;-;1;2;3;3;10
"352730 LOUVEIRA";1;-;4;3;9;10;14;16;23;21;11;-;112
"352740 LUCELIA";-;-;-;2;1;-;1;-;-;1;-;-;5
"352750 LUCIANOPOLIS";-;-;-;2;1;3;19;4;7;5;4;-;45
"352760 LUIS ANTONIO";3;1;1;2;3;3;11;9;6;11;11;6;67
"352770 LUIZIANIA";-;-;-;-;-;3;2;-;-;5;2;3;15
"352780 LUPERCIO";-;-;-;-;1;2;3;2;2;1;-;-;11
"352790 LUTECIA";-;-;-;-;1;-;-;3;7;3;-;-;14
"352800 MACATUBA";1;1;1;6;8;7;19;19;30;25;6;-;123
"352810 MACAUBAL";-;-;1;-;-;-;1;-;-;-;-;-;2
"352820 MACEDONIA";-;-;-;-;-;-;-;-;-;-;3;1;4
"352840 MAIRINQUE";-;-;-;-;2;3;3;3;12;17;33;4;77
"352850 MAIRIPORA";10;7;12;29;46;165;210;403;672;685;685;271;3195
"352860 MANDURI";1;3;7;19;13;29;29;6;18;20;-;-;145
"352870 MARABA PAULISTA";1;-;1;-;-;-;-;1;-;7;2;-;12
"352880 MARACAI";-;-;-;1;-;4;8;10;20;16;32;11;102
"352885 MARAPOAMA";-;-;-;-;-;-;-;1;1;1;-;-;3
"352890 MARIAPOLIS";-;-;-;-;-;-;-;-;1;-;-;2;3
"352900 MARILIA";159;195;265;316;284;554;715;915;1250;1436;1526;910;8525
"352910 MARINOPOLIS";-;-;-;4;2;1;2;5;3;1;-;-;18
"352920 MARTINOPOLIS";-;-;-;2;-;4;1;3;14;7;-;-;31
"352930 MATAO";2;3;3;15;6;13;21;38;61;55;115;88;420
"352940 MAUA";11;17;13;50;72;120;159;261;365;575;358;13;2014
"352950 MENDONCA";1;1;3;2;1;1;3;2;6;11;16;7;54
"352960 MERIDIANO";-;-;-;-;1;-;-;1;-;1;1;1;5
"352965 MESOPOLIS";-;-;-;-;-;-;-;-;5;4;6;-;15
"352970 MIGUELOPOLIS";-;-;-;-;2;4;4;1;-;1;-;-;12
"352980 MINEIROS DO TIETE";1;4;14;16;28;81;122;120;244;218;159;32;1039
"352990 MIRACATU";2;-;2;-;18;23;23;11;12;10;15;1;117
"353000 MIRA ESTRELA";-;-;-;2;-;2;2;2;5;15;14;1;43
"353010 MIRANDOPOLIS";7;5;7;1;9;9;10;26;19;26;19;11;149
"353020 MIRANTE DO PARANAPANEMA";-;-;-;-;-;-;2;-;8;12;23;7;52
"353030 MIRASSOL";1;-;2;-;7;5;7;3;9;19;3;-;56
"353040 MIRASSOLANDIA";-;-;-;2;1;-;1;-;-;-;-;-;4
"353050 MOCOCA";16;4;31;42;81;89;141;144;121;132;80;17;898
"353060 MOGI DAS CRUZES";13;35;72;155;195;391;762;979;975;950;592;157;5276
"353070 MOGI GUACU";7;6;12;18;17;18;45;53;49;68;43;-;336
"353080 MOGI MIRIM";2;7;21;23;15;16;23;32;14;3;-;-;156
"353090 MOMBUCA";-;-;1;-;-;-;-;2;-;1;2;-;6
"353100 MONCOES";1;-;-;-;-;-;-;-;-;-;-;-;1
"353110 MONGAGUA";1;-;1;5;4;12;14;47;43;109;143;59;438
"353120 MONTE ALEGRE DO SUL";-;-;-;-;-;-;-;-;6;4;11;4;25
"353130 MONTE ALTO";9;9;15;21;25;39;26;32;55;52;46;14;343
"353140 MONTE APRAZIVEL";-;-;-;1;-;-;-;1;4;-;1;-;7
"353150 MONTE AZUL PAULISTA";89;58;45;51;64;40;35;53;47;26;52;10;570
"353160 MONTE CASTELO";-;1;-;-;-;-;1;-;-;1;7;-;10
"353170 MONTEIRO LOBATO";-;-;-;-;-;1;1;4;-;6;5;-;17
"353180 MONTE MOR";-;1;1;3;7;3;10;18;19;41;36;84;223
"353190 MORRO AGUDO";11;7;18;12;28;21;24;35;42;5;1;-;204
"353200 MORUNGABA";-;2;1;3;7;8;9;4;7;16;19;14;90
"353205 MOTUCA";-;1;-;-;-;-;-;-;1;-;3;-;5
"353210 MURUTINGA DO SUL";-;-;-;-;-;-;-;-;-;-;3;-;3
"353215 NANTES";-;-;-;1;-;-;5;-;5;7;-;3;21
"353220 NARANDIBA";-;2;2;-;-;4;3;9;10;1;-;-;31
"353230 NATIVIDADE DA SERRA";-;-;-;-;-;-;-;-;3;5;-;-;8
"353240 NAZARE PAULISTA";-;-;-;-;-;-;1;2;-;-;-;-;3
"353250 NEVES PAULISTA";-;-;-;3;10;3;2;5;9;15;41;12;100
"353260 NHANDEARA";-;1;-;-;2;4;1;11;5;4;2;1;31
"353270 NIPOA";-;-;-;-;1;-;1;-;1;-;-;-;3
