2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"130290 MAUES";53;51;18;16;6;2;1;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;4;21;79;49;311
"130300 NHAMUNDA";-;-;-;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"130320 NOVO AIRAO";3;6;10;8;29;27;23;14;9;14;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;2;-;153
"130330 NOVO ARIPUANA";-;1;-;1;1;16;13;9;15;8;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
"130340 PARINTINS";-;7;36;35;13;1;-;-;-;-;-;1;1;-;-;-;2;1;-;1;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;107
"130350 PAUINI";5;4;7;8;8;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;6;50
"130353 PRESIDENTE FIGUEIREDO";-;-;6;1;1;2;3;-;4;7;15;4;1;-;1;3;3;-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;59
"130356 RIO PRETO DA EVA";4;7;21;9;2;-;3;-;-;-;1;-;1;2;2;2;2;2;2;1;-;-;1;1;-;1;5;3;2;-;1;2;-;1;-;-;1;-;-;-;-;-;-;-;1;8;2;1;-;7;-;-;98
"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;9
"130370 SANTO ANTONIO DO ICA";3;3;-;6;3;5;2;8;25;6;11;-;-;1;3;5;6;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;3;5;25;20;24;17;6;194
"130380 SAO GABRIEL DA CACHOEIRA";2;-;5;4;12;11;10;17;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"130390 SAO PAULO DE OLIVENCA";16;32;11;25;8;20;14;7;12;10;4;2;2;1;4;-;-;3;6;1;2;5;1;3;1;1;1;-;2;2;4;1;3;-;-;-;-;-;-;-;2;-;-;3;2;2;-;1;6;2;5;2;229
"130395 SAO SEBASTIAO DO UATUMA";1;1;3;6;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"130400 SILVES";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130406 TABATINGA";22;14;19;20;19;26;10;10;33;26;12;13;1;1;-;7;4;1;-;3;1;1;1;3;-;-;1;-;-;-;1;2;1;1;1;-;2;2;4;6;3;7;5;9;5;7;2;5;4;10;6;4;335
"130410 TAPAUA";4;11;3;8;6;15;15;29;33;26;12;6;6;2;1;2;12;3;7;7;6;5;7;12;6;10;3;7;2;6;8;1;4;14;9;9;2;7;6;7;2;4;2;-;2;-;-;-;-;-;-;-;349
"130420 TEFE";24;26;30;28;38;38;31;42;48;101;113;50;42;39;31;46;27;49;38;39;33;17;11;18;14;21;29;22;19;25;21;12;16;8;8;3;4;2;3;5;4;4;7;4;6;9;13;26;19;14;7;13;1297
"130423 TONANTINS";16;38;38;34;105;112;109;168;184;143;30;4;3;1;4;12;-;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;37;15;1061
"130426 UARINI";-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;10
"130430 URUCARA";-;-;-;1;7;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"130440 URUCURITUBA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"140002 AMAJARI";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"140010 BOA VISTA";3;5;3;8;21;21;38;35;27;27;33;12;2;1;1;2;3;1;4;3;1;7;-;-;4;2;1;4;-;3;1;2;2;1;2;1;-;4;7;1;7;3;2;7;2;1;2;1;4;-;1;1;324
"140015 BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3;13;11;18;3;14;9;5;-;-;1;-;-;-;-;2;1;-;3;-;-;86
"140017 CANTA";-;1;-;-;-;-;2;2;1;1;-;4;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4;3;-;1;-;-;-;-;-;1;-;-;-;-;-;24
"140020 CARACARAI";-;-;2;3;2;1;-;-;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"140023 CAROEBE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"140028 IRACEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"140030 MUCAJAI";-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;4;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"140040 NORMANDIA";-;-;-;3;1;1;7;7;2;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"140045 PACARAIMA";-;1;3;-;-;2;3;4;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;20
"140047 RORAINOPOLIS";1;-;1;2;2;-;1;1;2;-;8;6;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;1;3;-;2;-;1;-;-;1;-;-;-;-;-;1;1;2;1;-;-;-;41
"140050 SAO JOAO DA BALIZA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"150010 ABAETETUBA";1;5;2;1;4;6;6;11;24;27;47;9;-;-;1;-;1;1;1;4;-;1;-;-;-;3;-;-;-;-;1;1;2;-;-;2;-;-;2;-;1;2;4;-;-;-;-;1;1;-;-;1;173
"150013 ABEL FIGUEIREDO";-;-;-;-;-;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;11
"150020 ACARA";-;-;-;-;1;2;6;5;5;5;4;3;4;2;-;1;8;7;4;3;3;-;2;1;-;1;2;-;-;1;1;2;1;-;1;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;79
"150030 AFUA";22;50;24;23;27;16;9;10;20;19;24;6;7;5;1;1;8;11;21;17;9;10;5;2;1;1;1;4;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;7;6;8;6;7;8;14;5;421
"150034 AGUA AZUL DO NORTE";1;3;3;7;18;7;6;5;6;4;4;15;11;5;7;3;2;2;1;2;1;3;4;1;-;-;-;3;-;1;2;2;3;2;1;4;3;2;4;1;2;1;1;-;3;2;-;-;-;1;1;-;160
"150040 ALENQUER";12;7;2;2;4;1;3;1;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"150050 ALMEIRIM";4;6;-;-;9;13;14;32;32;12;17;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144
"150060 ALTAMIRA";7;12;22;19;37;47;49;73;108;99;113;35;15;17;11;9;7;13;16;8;16;4;7;2;6;9;16;8;8;3;5;5;5;6;3;-;1;2;4;2;2;-;-;-;3;11;15;8;2;3;7;1;881
"150070 ANAJAS";2;4;6;5;7;3;2;2;20;22;55;13;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;156
"150080 ANANINDEUA";2;4;11;12;21;18;29;68;70;33;3;8;1;5;1;2;2;5;2;1;4;6;4;1;2;1;-;1;2;1;4;2;2;8;-;3;3;2;-;3;2;2;3;2;2;1;4;1;3;-;5;-;372
"150085 ANAPU";4;9;33;28;34;27;87;71;80;35;11;7;1;-;1;4;4;6;1;4;-;3;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;5;4;-;-;3;1;-;-;-;-;1;-;-;-;-;468
"150090 AUGUSTO CORREA";-;-;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;7
"150095 AURORA DO PARA";2;3;11;13;11;10;1;2;3;7;8;3;9;3;1;-;-;1;-;-;1;11;12;8;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;126
"150110 BAGRE";-;-;-;1;-;-;-;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;1;5;-;-;-;3;-;-;-;-;-;-;-;-;-;21
"150120 BAIAO";-;-;1;1;-;1;1;1;2;1;2;-;2;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"150125 BANNACH";1;1;-;2;2;1;-;6;3;9;3;1;-;2;1;2;1;-;2;-;3;-;1;-;-;1;1;2;3;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"150130 BARCARENA";-;1;-;3;3;6;9;24;29;18;6;-;-;-;1;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;107
"150140 BELEM";31;51;66;82;106;130;190;178;155;88;66;28;25;19;14;18;16;28;23;22;21;12;22;19;16;6;7;3;14;16;11;6;22;12;14;6;12;8;4;8;4;13;5;9;1;10;10;18;10;12;11;2;1680
"150145 BELTERRA";1;1;2;-;3;7;23;25;87;75;65;47;-;-;-;1;-;1;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343
"150150 BENEVIDES";7;8;9;13;6;10;18;17;8;13;17;14;-;1;2;2;-;2;-;-;-;-;1;2;-;1;-;1;-;3;-;-;1;2;1;1;1;-;-;2;2;-;-;1;5;-;2;1;-;1;2;-;177
"150157 BOM JESUS DO TOCANTINS";-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;2;-;-;2;-;-;-;1;1;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;1;-;1;-;-;-;17
"150170 BRAGANCA";-;-;-;-;5;3;7;11;11;12;2;3;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"150172 BRASIL NOVO";1;3;-;1;3;3;5;1;6;8;5;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;44
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;2;1;-;-;1;3;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150178 BREU BRANCO";1;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150180 BREVES";-;-;-;-;3;6;6;12;17;22;20;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4;15;3;4;3;3;3;2;-;4;-;-;-;-;-;-;-;134
"150190 BUJARU";-;-;-;-;-;-;1;1;1;2;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"150195 CACHOEIRA DO PIRIA";-;-;-;-;-;-;2;8;11;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"150210 CAMETA";20;16;23;43;69;42;45;47;69;39;10;9;5;3;2;3;3;10;8;3;6;7;14;9;3;14;9;5;7;2;3;4;4;2;2;-;3;4;1;1;-;4;1;1;1;3;3;6;1;12;10;3;614
"150215 CANAA DOS CARAJAS";4;8;13;18;35;56;54;49;41;53;40;24;10;12;13;14;10;13;7;6;4;6;12;2;8;11;5;2;2;4;2;2;2;2;1;5;1;-;-;-;2;-;-;-;1;-;-;1;-;1;-;-;556
"150220 CAPANEMA";-;2;2;-;2;5;4;12;8;9;3;4;1;-;-;3;2;3;1;2;-;-;-;-;2;-;-;1;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;71
"150230 CAPITAO POCO";1;5;4;1;-;-;1;-;1;-;3;-;1;-;-;5;1;1;-;1;1;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;33
"150240 CASTANHAL";12;10;13;12;17;30;43;78;100;75;39;6;5;5;5;4;4;2;4;4;3;2;4;3;2;3;5;3;4;1;3;7;7;6;6;4;2;3;5;2;8;4;4;6;8;4;3;5;7;1;3;1;597
"150260 COLARES";-;-;-;2;3;8;10;11;21;18;10;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87
"150270 CONCEICAO DO ARAGUAIA";75;75;83;55;90;50;27;37;43;16;22;22;9;1;8;7;13;6;9;4;3;5;-;2;4;9;6;3;2;2;3;1;2;3;3;1;1;1;1;2;6;7;1;9;9;11;7;7;14;11;9;4;801
"150275 CONCORDIA DO PARA";-;1;1;-;1;3;3;6;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;28
"150276 CUMARU DO NORTE";3;2;-;1;2;11;4;-;1;1;5;3;4;1;4;-;2;2;3;1;-;1;-;1;3;-;2;1;-;-;2;2;2;5;3;5;5;4;7;10;6;6;5;3;5;4;2;4;-;1;-;-;139
"150277 CURIONOPOLIS";-;-;-;-;1;-;-;-;4;1;-;1;1;1;-;-;-;1;-;1;1;-;2;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"150280 CURRALINHO";-;-;-;-;1;-;3;8;9;16;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"150285 CURUA";-;-;-;-;1;-;5;7;20;32;23;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"150290 CURUCA";-;1;4;1;1;1;3;7;6;3;8;1;1;3;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;47
"150293 DOM ELISEU";-;1;-;-;2;1;2;1;2;5;5;1;2;2;1;4;7;5;7;2;-;1;1;3;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;59
"150295 ELDORADO DOS CARAJAS";-;-;3;1;4;5;-;2;-;-;2;-;-;-;-;-;-;3;-;-;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;30
"150300 FARO";-;-;-;-;5;3;26;18;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"150304 FLORESTA DO ARAGUAIA";32;38;23;17;13;13;10;6;18;13;8;3;5;1;6;4;-;7;-;2;2;4;5;6;5;2;1;2;-;-;1;-;-;-;-;1;1;-;1;1;-;-;-;2;1;-;1;7;10;8;3;3;286
"150309 GOIANESIA DO PARA";1;1;-;4;2;5;1;3;6;5;5;6;1;9;3;3;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"150310 GURUPA";-;-;-;-;-;2;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150320 IGARAPE-ACU";8;6;8;11;20;16;21;36;26;17;14;2;-;1;-;-;-;1;-;-;-;-;-;-;-;2;5;-;1;3;1;1;1;1;1;1;1;-;-;3;5;-;1;2;7;15;6;-;1;4;1;-;250
"150330 IGARAPE-MIRI";4;3;-;3;2;5;13;13;19;14;14;6;1;-;2;-;1;1;-;2;1;1;-;1;-;3;-;2;1;-;-;2;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;120
"150340 INHANGAPI";-;-;-;-;-;-;1;2;8;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;19
"150345 IPIXUNA DO PARA";-;2;4;6;8;6;22;12;11;12;9;2;1;1;1;-;2;1;1;1;1;-;2;-;1;-;-;1;-;-;-;-;-;-;-;5;2;2;-;-;-;2;-;-;-;-;2;3;5;1;-;-;129
"150350 IRITUIA";-;-;-;-;-;-;4;2;7;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;27
"150360 ITAITUBA";9;6;11;7;18;22;21;17;4;7;1;5;-;-;2;1;1;3;4;2;2;1;2;-;5;4;-;1;2;-;1;2;1;1;-;-;1;1;-;2;2;1;1;1;1;-;1;3;2;2;2;2;185
"150370 ITUPIRANGA";9;9;14;21;28;23;10;1;3;1;2;36;2;2;2;4;3;1;1;1;-;1;2;-;1;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3;4;3;-;1;194
"150380 JACUNDA";-;2;2;3;6;13;10;12;18;21;23;25;11;9;9;5;8;11;11;8;9;12;2;7;2;4;1;2;3;3;2;2;4;5;2;1;2;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;273
"150390 JURUTI";3;-;-;3;4;9;18;15;4;3;-;-;-;-;-;-;-;3;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;67
"150400 LIMOEIRO DO AJURU";-;-;-;-;-;1;-;3;6;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"150405 MAE DO RIO";-;-;-;1;1;3;4;3;5;7;2;-;-;-;-;1;2;-;-;2;4;-;-;1;-;1;-;1;2;-;2;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;50
"150410 MAGALHAES BARATA";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;1;7;-;3;3;5;-;-;-;-;-;-;-;-;-;-;-;25
"150420 MARABA";5;3;8;3;6;4;9;13;17;14;5;3;1;2;5;1;4;3;4;3;-;5;3;1;1;-;-;-;1;-;3;-;-;2;1;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;1;-;135
"150430 MARACANA";-;-;-;-;1;2;2;3;15;-;-;3;-;-;1;1;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"150440 MARAPANIM";-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150442 MARITUBA";5;6;6;5;3;10;7;16;9;25;20;1;-;-;-;1;4;5;2;3;-;1;5;1;-;1;-;-;-;1;-;1;-;1;-;-;1;-;1;-;-;1;1;1;-;5;-;1;2;-;1;-;153
"150445 MEDICILANDIA";-;1;6;5;13;3;5;5;4;3;6;1;-;-;-;2;-;1;3;1;2;2;2;1;1;-;1;-;-;2;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;74
"150450 MELGACO";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"150460 MOCAJUBA";-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;7
"150470 MOJU";-;-;-;-;2;7;8;3;1;2;-;-;1;2;1;1;2;-;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;37
"150475 MOJUI DOS CAMPOS";1;-;1;-;1;12;13;26;12;16;16;7;3;2;1;4;1;4;4;3;2;2;-;-;1;1;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;1;142
"150480 MONTE ALEGRE";50;62;64;81;117;80;121;90;36;38;11;3;-;4;4;3;2;4;4;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;9;5;8;2;804
"150490 MUANA";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150497 NOVA IPIXUNA";-;-;1;-;-;-;3;4;9;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;19
"150500 NOVA TIMBOTEUA";-;-;-;-;-;-;-;2;-;4;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150503 NOVO PROGRESSO";9;20;18;13;14;13;11;15;7;10;6;8;5;5;3;-;1;15;1;10;4;5;2;5;5;9;10;4;2;5;9;-;2;-;2;3;-;1;2;-;1;1;-;-;2;-;-;1;2;3;1;-;265
"150506 NOVO REPARTIMENTO";7;9;13;5;4;6;6;4;2;6;-;8;3;-;2;4;1;1;1;3;-;1;4;2;1;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;6;1;6;2;-;-;121
"150510 OBIDOS";-;-;1;1;1;5;8;28;19;19;14;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;104
"150520 OEIRAS DO PARA";-;1;1;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150530 ORIXIMINA";1;2;2;-;1;1;3;1;4;7;13;11;-;1;1;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;57
"150540 OUREM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
