2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"130280 MARAA";-;1;2;3;7;8;6;12;24;10;10;8;5;3;6;2;4;3;1;1;-;1;-;1;2;5;3;4;5;4;2;6;9;-;-;-;-;-;1;3;2;-;-;1;3;1;2;2;-;1;1;2;177
"130290 MAUES";53;51;18;16;6;2;1;1;2;1;1;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;4;21;79;49;316
"130300 NHAMUNDA";-;-;-;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"130320 NOVO AIRAO";4;6;10;8;29;27;23;14;9;14;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;1;3;-;-;-;1;-;1;2;-;2;-;-;-;2;-;165
"130330 NOVO ARIPUANA";-;1;2;1;1;17;13;10;15;9;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73
"130340 PARINTINS";3;8;37;35;13;3;-;-;1;1;2;2;1;-;1;-;3;2;1;2;1;-;2;4;-;1;2;1;1;2;1;1;-;-;-;3;-;-;2;-;1;-;-;-;1;1;-;1;1;-;-;-;141
"130350 PAUINI";5;4;7;8;8;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;6;52
"130353 PRESIDENTE FIGUEIREDO";6;1;7;4;9;7;4;6;5;8;16;6;2;-;1;3;4;-;1;-;1;-;1;-;-;-;1;-;1;-;-;1;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;100
"130356 RIO PRETO DA EVA";4;8;21;10;2;2;4;1;-;-;1;-;1;3;2;2;2;2;2;2;1;1;1;2;-;1;5;3;2;-;1;2;-;1;-;-;1;-;-;-;-;-;-;-;1;8;2;1;-;7;-;-;109
"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;-;-;-;-;2;4;1;-;-;-;2;1;-;-;5;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;25
"130370 SANTO ANTONIO DO ICA";10;13;14;14;9;11;9;17;34;7;11;1;-;1;3;5;7;2;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;3;5;25;20;24;17;6;276
"130380 SAO GABRIEL DA CACHOEIRA";3;-;5;4;14;12;10;17;9;1;3;1;1;-;3;2;-;2;-;1;-;1;1;-;1;-;-;-;-;1;-;1;1;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;98
"130390 SAO PAULO DE OLIVENCA";17;32;14;28;10;22;34;22;27;13;9;10;22;11;16;1;1;3;11;1;3;6;1;3;1;1;2;-;2;2;4;1;3;-;-;1;-;-;-;-;2;-;-;3;2;2;-;1;6;2;5;2;359
"130395 SAO SEBASTIAO DO UATUMA";3;6;5;6;3;1;1;-;-;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;1;1;1;-;-;-;1;-;-;1;-;-;-;-;41
"130400 SILVES";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130406 TABATINGA";25;16;31;24;42;48;24;20;41;31;21;20;9;3;4;10;5;1;-;3;1;1;1;5;1;-;1;1;-;-;1;2;1;1;2;1;2;2;4;6;3;7;5;9;5;7;2;5;5;10;6;4;479
"130410 TAPAUA";4;12;3;8;7;15;15;30;35;29;14;6;7;2;4;6;15;8;29;32;28;49;42;31;18;20;12;19;27;17;15;14;8;25;14;22;12;13;12;16;17;35;19;18;55;96;82;63;78;68;57;5;1288
"130420 TEFE";50;48;44;45;51;46;46;55;72;109;125;63;49;45;41;52;30;55;44;48;34;19;14;20;16;23;33;23;20;25;21;12;16;8;8;3;4;2;5;7;4;4;7;4;7;9;13;27;19;14;7;13;1559
"130423 TONANTINS";16;38;39;34;107;118;115;173;184;144;31;4;3;1;4;12;-;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;37;15;1083
"130426 UARINI";-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;10
"130430 URUCARA";-;-;-;1;7;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"130440 URUCURITUBA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"140002 AMAJARI";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;1;-;1;1;1;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"140010 BOA VISTA";5;7;6;9;21;22;39;35;28;27;33;12;2;2;2;4;3;2;5;3;1;8;1;-;5;2;5;6;5;3;1;5;2;2;3;1;1;4;7;2;7;3;2;8;2;3;2;1;4;-;1;1;365
"140015 BONFIM";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;1;1;-;-;1;3;13;11;18;3;14;9;5;-;-;1;-;-;-;-;2;1;-;3;-;-;91
"140017 CANTA";-;1;-;-;-;-;2;2;1;1;-;4;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4;3;-;1;-;-;-;-;-;1;-;-;-;-;-;24
"140020 CARACARAI";-;-;3;3;2;2;2;1;4;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"140023 CAROEBE";-;-;1;-;-;1;-;-;-;-;1;-;2;1;1;2;-;1;1;2;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"140028 IRACEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;7
"140030 MUCAJAI";-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;4;-;1;2;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;18
"140040 NORMANDIA";-;-;-;3;1;1;7;7;2;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"140045 PACARAIMA";-;1;3;-;-;2;3;4;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;20
"140047 RORAINOPOLIS";1;-;2;3;3;1;1;1;2;-;9;7;-;1;1;-;-;2;-;1;2;4;1;2;-;-;1;-;-;1;-;1;3;-;2;-;1;-;-;1;-;-;-;-;-;1;1;2;1;-;-;-;59
"140050 SAO JOAO DA BALIZA";-;-;-;1;1;-;-;-;-;-;-;2;1;2;1;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"150010 ABAETETUBA";1;5;2;1;4;6;6;11;24;27;47;9;-;-;1;1;2;1;1;6;-;1;-;1;1;3;-;-;-;-;1;1;2;-;-;2;-;-;5;-;1;2;4;-;-;-;-;1;2;-;-;1;183
"150013 ABEL FIGUEIREDO";-;-;-;-;-;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;11
"150020 ACARA";-;-;-;-;1;2;6;5;5;5;4;3;4;2;-;1;8;7;4;3;3;-;2;1;-;1;2;-;-;1;1;2;1;-;1;-;-;-;2;-;-;-;-;1;1;-;3;1;-;2;1;-;86
"150030 AFUA";22;50;24;23;27;16;9;10;20;19;24;6;7;5;1;1;8;11;21;17;9;10;5;2;1;1;1;4;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;7;6;8;6;7;8;14;5;421
"150034 AGUA AZUL DO NORTE";1;3;6;7;18;7;6;5;6;4;4;15;11;5;8;6;3;4;4;4;2;3;4;1;-;-;-;4;-;1;3;3;6;3;1;4;3;2;4;1;2;2;1;-;3;2;-;1;1;1;1;-;186
"150040 ALENQUER";12;7;2;2;4;1;3;4;3;6;4;6;13;10;15;11;6;3;4;4;4;2;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;9;2;4;1;147
"150050 ALMEIRIM";4;6;-;-;9;13;14;32;32;12;17;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144
"150060 ALTAMIRA";7;15;35;28;44;57;66;82;119;114;123;42;25;29;14;19;14;15;21;11;26;10;11;3;6;9;16;9;8;3;5;6;5;7;3;-;2;3;4;2;2;1;2;-;4;16;18;9;2;3;7;1;1083
"150070 ANAJAS";2;4;6;5;7;3;2;2;20;22;55;13;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;156
"150080 ANANINDEUA";2;4;11;12;22;18;32;68;70;35;3;9;1;5;1;2;2;5;3;1;4;8;5;1;2;1;-;2;2;1;4;3;2;8;1;3;3;2;-;3;2;2;3;3;2;2;4;1;4;-;5;-;389
"150085 ANAPU";4;9;33;28;34;27;87;71;80;35;11;7;1;-;1;4;4;6;1;4;-;3;1;-;-;-;-;-;1;1;1;-;-;-;1;-;-;5;4;-;-;3;1;-;-;-;-;1;-;-;1;-;470
"150090 AUGUSTO CORREA";-;1;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;16
"150095 AURORA DO PARA";2;3;11;13;11;10;1;2;3;7;8;3;9;3;1;-;-;1;-;-;1;11;12;8;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;127
"150110 BAGRE";-;-;-;1;-;-;-;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;1;5;-;-;-;3;-;-;-;-;-;-;-;-;-;21
"150120 BAIAO";-;-;1;1;-;3;1;1;3;1;2;-;2;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"150125 BANNACH";1;1;-;2;2;1;-;6;4;11;5;1;-;3;1;5;7;3;2;-;3;-;1;-;-;1;1;2;3;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;5;-;77
"150130 BARCARENA";-;1;-;3;3;6;9;24;29;18;6;-;-;-;1;1;-;-;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;109
"150140 BELEM";47;62;88;101;129;149;206;191;176;101;83;36;37;38;33;43;32;50;45;42;45;28;41;35;31;22;33;15;20;22;21;22;25;17;18;9;16;10;18;12;7;22;7;15;6;13;18;20;16;15;14;2;2304
"150145 BELTERRA";1;1;2;-;3;7;23;25;87;75;65;47;-;-;-;1;-;1;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;5;12;3;-;-;366
"150150 BENEVIDES";7;8;10;13;6;10;18;17;8;18;20;16;-;3;2;3;-;3;1;-;-;-;1;2;-;1;-;3;-;3;-;-;1;2;1;1;1;-;-;2;2;-;-;1;5;-;2;1;-;1;2;-;195
"150157 BOM JESUS DO TOCANTINS";-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;2;-;-;2;-;-;-;1;1;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;1;-;1;-;-;-;17
"150170 BRAGANCA";-;-;-;-;5;3;8;11;12;12;2;4;2;2;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;68
"150172 BRASIL NOVO";1;3;-;1;3;3;5;1;6;9;5;-;1;1;-;-;-;-;2;5;1;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;56
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;2;1;-;-;1;4;3;-;1;2;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"150178 BREU BRANCO";1;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150180 BREVES";-;-;-;1;3;6;6;12;17;22;20;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4;15;3;4;3;3;3;2;-;4;-;-;-;-;-;-;-;135
"150190 BUJARU";-;-;-;-;-;-;1;1;1;2;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"150195 CACHOEIRA DO PIRIA";-;-;-;-;-;-;2;8;11;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"150210 CAMETA";20;16;23;46;70;42;45;47;69;39;10;9;5;3;2;3;3;10;8;3;6;7;14;9;3;14;9;5;7;2;3;4;4;2;3;1;3;4;2;1;-;5;2;1;1;6;4;6;1;12;10;3;627
"150215 CANAA DOS CARAJAS";4;8;13;18;35;57;56;49;41;57;43;25;10;12;13;15;12;14;8;7;5;10;13;4;12;13;5;3;2;4;2;2;3;3;1;5;1;-;-;-;2;-;-;1;2;-;-;4;5;4;2;-;605
"150220 CAPANEMA";-;2;2;-;2;5;5;12;8;9;3;5;1;-;1;3;2;4;4;4;1;-;-;-;2;-;-;1;1;1;-;1;-;1;1;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;84
"150230 CAPITAO POCO";1;5;4;1;-;-;1;-;1;-;3;-;1;-;-;5;1;1;-;1;1;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;33
"150240 CASTANHAL";12;10;14;12;17;30;43;78;100;76;41;6;6;6;6;4;4;3;4;5;3;2;6;3;3;4;5;3;4;1;3;7;7;7;7;4;2;3;5;2;8;4;4;6;8;5;3;5;7;1;3;1;613
"150260 COLARES";-;-;-;2;3;8;10;11;21;18;10;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;88
"150270 CONCEICAO DO ARAGUAIA";75;76;83;56;90;50;27;37;43;16;22;22;9;1;8;7;15;6;9;4;3;5;1;2;6;11;7;3;2;4;8;3;11;8;6;1;6;5;1;2;8;11;9;29;32;83;91;174;158;161;82;65;1654
"150275 CONCORDIA DO PARA";-;1;1;-;1;3;3;6;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;30
"150276 CUMARU DO NORTE";3;2;-;1;2;12;5;1;7;11;8;5;9;2;5;-;2;2;3;1;-;1;-;1;3;-;2;1;-;-;2;2;2;5;3;5;5;4;7;10;6;6;5;3;5;4;3;4;-;5;-;-;175
"150277 CURIONOPOLIS";-;-;-;-;1;-;-;-;4;1;-;1;1;1;-;-;-;1;-;1;1;-;2;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"150280 CURRALINHO";-;-;-;-;1;-;3;8;9;16;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;49
"150285 CURUA";-;-;-;-;1;-;5;7;20;32;23;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"150290 CURUCA";-;1;4;1;1;1;3;7;6;3;8;1;1;3;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;47
"150293 DOM ELISEU";-;1;-;-;2;1;2;1;2;5;5;1;2;2;1;4;7;5;7;2;-;1;1;3;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;59
"150295 ELDORADO DOS CARAJAS";-;-;3;1;4;5;-;2;-;-;2;-;-;-;-;-;-;3;-;-;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;1;-;31
"150300 FARO";-;-;-;-;5;3;26;18;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"150304 FLORESTA DO ARAGUAIA";32;38;23;17;13;13;10;6;18;13;8;3;5;1;6;4;-;7;-;2;2;4;5;6;5;2;1;2;-;-;1;-;-;-;-;1;1;-;1;1;1;-;-;2;1;3;3;22;22;25;11;10;351
"150309 GOIANESIA DO PARA";1;1;-;4;2;5;1;3;6;5;5;6;1;9;3;3;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"150310 GURUPA";-;-;-;-;-;2;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150320 IGARAPE-ACU";8;6;8;11;20;16;21;36;26;17;14;2;-;1;-;-;-;1;-;-;-;-;-;-;-;2;5;-;1;3;1;1;1;1;1;1;1;-;-;3;5;-;1;2;7;15;6;-;1;4;1;-;250
"150330 IGARAPE-MIRI";4;3;-;3;2;5;13;13;19;14;14;6;2;-;2;-;1;2;2;3;1;1;-;1;-;3;-;2;1;-;-;2;-;2;1;1;1;-;-;2;-;1;8;1;1;3;2;1;5;2;1;-;151
"150340 INHANGAPI";-;-;-;-;-;-;1;2;9;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;21
"150345 IPIXUNA DO PARA";-;2;4;6;8;6;22;12;12;12;9;2;1;1;1;-;3;1;1;1;1;2;3;1;1;-;1;1;-;-;1;-;-;-;-;5;2;2;-;-;-;2;-;-;-;-;2;3;5;1;-;-;137
"150350 IRITUIA";-;-;-;-;-;-;4;2;7;5;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;28
"150360 ITAITUBA";27;39;47;47;46;47;54;51;37;44;54;30;19;19;11;10;8;7;11;8;7;3;3;1;5;6;2;3;2;-;1;5;2;1;1;1;3;2;-;3;3;3;2;1;2;2;3;3;6;2;2;2;698
"150370 ITUPIRANGA";9;9;14;21;28;23;10;1;3;1;2;36;2;2;2;4;3;1;1;1;-;1;2;-;1;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3;4;3;-;1;195
"150380 JACUNDA";-;3;2;3;6;13;10;12;18;21;23;25;11;9;9;5;8;11;11;8;9;12;2;7;2;4;1;2;3;3;2;2;4;5;2;1;2;-;-;-;-;-;-;1;-;-;1;-;-;1;1;-;275
"150390 JURUTI";3;-;-;3;4;10;18;16;4;3;1;1;-;-;1;-;1;3;1;-;1;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;75
"150400 LIMOEIRO DO AJURU";-;-;-;-;-;1;-;3;6;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"150405 MAE DO RIO";-;-;-;1;1;3;4;3;5;7;2;-;-;-;-;1;2;-;-;2;4;-;-;1;-;1;-;1;2;-;2;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;50
"150410 MAGALHAES BARATA";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;-;1;-;1;-;1;7;-;3;3;5;-;-;-;-;-;-;-;-;-;-;-;27
"150420 MARABA";5;3;8;3;6;4;9;13;17;14;5;3;1;2;5;1;4;3;4;3;-;5;3;1;3;-;-;-;1;-;4;-;-;2;2;1;1;2;-;-;-;-;-;-;-;1;-;-;3;-;1;-;143
"150430 MARACANA";-;-;-;-;1;2;2;3;15;-;-;3;-;-;1;1;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"150440 MARAPANIM";-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150442 MARITUBA";6;7;7;6;4;10;7;16;9;26;20;1;-;1;-;1;5;6;2;3;-;2;5;1;-;1;1;1;-;1;-;1;-;1;-;-;1;-;1;-;-;1;1;1;-;5;-;1;2;-;1;-;165
"150445 MEDICILANDIA";2;3;7;6;25;8;10;14;8;4;7;1;1;1;1;3;2;2;3;1;4;2;2;1;1;-;1;-;-;2;1;-;-;-;1;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;128
"150450 MELGACO";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"150460 MOCAJUBA";-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;9
"150470 MOJU";-;-;-;-;3;7;8;3;1;3;-;-;1;2;1;1;2;-;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;41
"150475 MOJUI DOS CAMPOS";1;-;2;-;1;12;13;26;13;16;16;7;3;2;1;4;1;4;4;3;2;2;-;-;1;1;-;1;2;-;-;-;-;-;-;3;1;-;-;-;-;-;2;-;1;2;-;-;1;-;-;1;149
"150480 MONTE ALEGRE";50;62;64;81;117;80;121;90;36;38;11;3;-;4;4;3;2;4;4;1;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;9;5;8;2;805
"150490 MUANA";-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150497 NOVA IPIXUNA";-;-;1;-;-;-;3;4;9;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;21
"150500 NOVA TIMBOTEUA";-;-;-;-;-;-;-;2;-;4;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150503 NOVO PROGRESSO";9;20;22;13;14;13;12;15;9;10;9;9;5;5;3;-;1;15;3;10;4;5;2;5;5;9;10;4;2;5;9;-;2;1;2;3;1;1;3;-;1;1;-;4;6;11;1;2;5;4;1;-;306
"150506 NOVO REPARTIMENTO";7;10;15;12;12;15;15;12;5;8;3;15;6;-;4;4;1;1;1;4;4;3;4;4;1;1;1;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;6;6;1;6;2;-;-;195
"150510 OBIDOS";-;-;1;1;1;5;8;28;19;19;14;-;1;1;-;1;-;-;-;1;-;2;-;1;-;1;2;-;-;1;-;2;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;114
"150520 OEIRAS DO PARA";-;1;1;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150530 ORIXIMINA";2;2;2;-;1;1;3;1;4;7;13;11;-;1;1;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;1;-;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;5;1;-;-;66
