2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"211010 SANTA QUITERIA DO MARANHAO";1;-;1;-;1;-;-;3
"211020 SANTA RITA";-;-;1;-;-;-;-;1
"211030 SANTO ANTONIO DOS LOPES";-;-;-;-;1;-;-;1
"211040 SAO BENEDITO DO RIO PRETO";-;-;-;1;-;-;-;1
"211050 SAO BENTO";1;-;-;-;1;-;1;3
"211060 SAO BERNARDO";1;1;1;-;3;-;-;6
"211070 SAO DOMINGOS DO MARANHAO";-;-;1;-;-;-;-;1
"211080 SAO FELIX DE BALSAS";-;-;-;1;-;-;-;1
"211085 SAO FRANCISCO DO BREJAO";-;-;1;2;-;-;-;3
"211105 SAO JOAO DO PARAISO";2;-;1;-;-;-;-;3
"211110 SAO JOAO DOS PATOS";1;-;-;-;-;-;-;1
"211120 SAO JOSE DE RIBAMAR";39;36;42;37;53;28;-;235
"211130 SAO LUIS";114;109;127;92;122;94;13;671
"211140 SAO LUIS GONZAGA DO MARANHAO";-;-;1;-;-;-;-;1
"211150 SAO MATEUS DO MARANHAO";-;-;-;-;-;1;-;1
"211157 SAO PEDRO DOS CRENTES";-;1;1;-;-;-;-;2
"211160 SAO RAIMUNDO DAS MANGABEIRAS";1;-;4;1;1;3;-;10
"211172 SATUBINHA";-;-;-;1;-;-;-;1
"211176 SENADOR LA ROCQUE";1;-;-;-;-;-;-;1
"211178 SERRANO DO MARANHAO";1;-;-;-;-;-;-;1
"211180 SITIO NOVO";-;-;-;1;-;-;-;1
"211210 TIMBIRAS";-;-;1;1;-;-;-;2
"211220 TIMON";7;5;3;10;9;7;-;41
"211223 TRIZIDELA DO VALE";2;-;2;-;1;-;-;5
"211240 TURIACU";4;1;-;-;1;-;-;6
"211245 TURILANDIA";1;-;5;5;5;3;-;19
"211250 TUTOIA";3;1;2;-;1;2;-;9
"211260 URBANO SANTOS";-;-;1;1;-;-;-;2
"211270 VARGEM GRANDE";1;-;-;-;-;-;-;1
"211280 VIANA";3;3;-;1;-;3;-;10
"211285 VILA NOVA DOS MARTIRIOS";-;-;-;-;-;1;-;1
"211290 VITORIA DO MEARIM";2;1;2;1;1;-;-;7
"211400 ZE DOCA";1;-;-;-;-;-;-;1
"220020 AGUA BRANCA";-;-;-;-;-;1;-;1
"220040 ALTOS";1;-;1;-;-;2;-;4
"220045 ALVORADA DO GURGUEIA";-;-;1;-;-;-;-;1
"220080 ANTONIO ALMEIDA";1;-;-;-;-;-;-;1
"220120 BARRAS";-;-;1;-;2;-;-;3
"220150 BATALHA";-;-;1;-;-;-;-;1
"220180 BOCAINA";-;-;1;-;-;-;-;1
"220200 BURITI DOS LOPES";-;-;-;-;-;1;1;2
"220220 CAMPO MAIOR";-;1;1;-;-;-;-;2
"220260 CASTELO DO PIAUI";-;-;-;-;-;1;-;1
"220270 COCAL";-;2;-;-;-;-;-;2
"220272 COCAL DOS ALVES";-;-;-;1;-;-;-;1
"220273 COIVARAS";-;-;-;-;2;-;-;2
"220290 CORRENTE";1;-;-;-;1;-;-;2
"220310 CRISTINO CASTRO";-;-;1;-;-;1;-;2
"220335 DIRCEU ARCOVERDE";-;1;-;-;-;-;-;1
"220350 ELESBAO VELOSO";-;-;1;-;-;-;-;1
"220370 ESPERANTINA";-;1;1;1;1;1;2;7
"220390 FLORIANO";2;-;3;2;3;-;1;11
"220435 GEMINIANO";1;-;-;-;-;-;-;1
"220440 GILBUES";-;1;-;-;-;-;-;1
"220465 ILHA GRANDE";1;1;-;-;-;-;-;2
"220480 IPIRANGA DO PIAUI";-;-;1;-;-;-;-;1
"220530 JERUMENHA";-;-;1;-;1;-;-;2
"220550 JOSE DE FREITAS";2;-;2;1;1;-;-;6
"220570 LUIS CORREIA";1;-;2;-;2;-;3;8
"220585 MADEIRO";1;-;-;-;-;-;-;1
"220595 MARCOLANDIA";-;-;-;-;1;-;-;1
"220605 MASSAPE DO PIAUI";-;1;-;-;-;-;-;1
"220610 MATIAS OLIMPIO";3;-;-;-;2;-;-;5
"220620 MIGUEL ALVES";-;-;1;-;1;-;-;2
"220660 MONTE ALEGRE DO PIAUI";-;2;-;-;-;-;-;2
"220672 NAZARIA";-;1;-;-;-;-;-;1
"220700 OEIRAS";12;-;7;1;2;4;4;30
"220730 PAES LANDIM";-;-;-;-;2;-;-;2
"220770 PARNAIBA";11;12;9;10;7;7;-;56
"220777 PATOS DO PIAUI";-;-;-;1;-;-;-;1
"220790 PEDRO II";-;1;2;-;-;-;-;3
"220800 PICOS";4;4;10;3;8;11;5;45
"220820 PIO IX";-;-;1;-;-;-;-;1
"220830 PIRACURUCA";-;-;1;-;1;-;-;2
"220840 PIRIPIRI";7;6;10;3;6;2;-;34
"220850 PORTO";-;1;-;-;-;-;-;1
"220887 RIBEIRA DO PIAUI";1;-;-;-;-;-;-;1
"220930 SANTA LUZ";-;-;-;-;1;-;-;1
"221050 SAO PEDRO DO PIAUI";-;-;-;-;-;1;-;1
"221060 SAO RAIMUNDO NONATO";-;-;1;-;-;1;-;2
"221070 SIMOES";2;-;-;-;-;-;-;2
"221100 TERESINA";53;48;51;39;55;22;-;268
"221110 UNIAO";1;-;-;-;-;-;-;1
"221130 VALENCA DO PIAUI";1;-;-;1;-;-;-;2
"221150 VERA MENDES";1;-;2;-;-;-;-;3
"230010 ABAIARA";1;1;-;-;-;-;-;2
"230015 ACARAPE";1;1;-;3;1;-;-;6
"230020 ACARAU";1;2;6;-;1;1;-;11
"230030 ACOPIARA";1;-;1;1;1;-;-;4
"230040 AIUABA";1;3;-;-;-;-;-;4
"230050 ALCANTARAS";-;-;1;-;-;-;-;1
"230070 ALTO SANTO";-;2;-;-;1;1;-;4
"230075 AMONTADA";-;1;1;-;1;1;-;4
"230080 ANTONINA DO NORTE";-;-;1;-;-;-;-;1
"230100 AQUIRAZ";2;14;15;3;5;1;-;40
"230110 ARACATI";7;-;2;2;10;7;-;28
"230120 ARACOIABA";1;-;-;1;1;-;-;3
"230125 ARARENDA";-;-;1;-;-;-;-;1
"230140 ARATUBA";1;-;3;1;-;-;-;5
"230150 ARNEIROZ";1;-;-;-;-;-;-;1
"230170 AURORA";-;1;2;-;-;-;-;3
"230185 BANABUIU";-;-;1;1;1;-;-;3
"230190 BARBALHA";3;1;-;2;-;-;-;6
"230210 BATURITE";1;-;3;2;4;-;-;10
"230220 BEBERIBE";1;1;2;2;2;2;-;10
"230230 BELA CRUZ";1;-;3;-;-;-;-;4
"230250 BREJO SANTO";2;-;2;-;-;1;-;5
"230260 CAMOCIM";5;4;5;5;8;3;-;30
"230270 CAMPOS SALES";1;-;1;1;-;-;-;3
"230280 CANINDE";9;-;1;1;2;-;-;13
"230290 CAPISTRANO";-;2;-;2;1;-;-;5
"230310 CARIRE";-;2;1;-;-;-;-;3
"230320 CARIRIACU";-;-;-;1;1;-;-;2
"230340 CARNAUBAL";-;2;1;-;-;-;-;3
"230350 CASCAVEL";3;-;3;2;1;2;-;11
"230365 CATUNDA";1;1;-;-;1;-;-;3
"230370 CAUCAIA";35;21;46;26;48;23;-;199
"230380 CEDRO";1;-;1;-;1;-;-;3
"230390 CHAVAL";-;1;1;-;1;-;-;3
"230393 CHORO";1;-;-;-;-;-;-;1
"230400 COREAU";-;1;1;-;-;-;-;2
"230410 CRATEUS";-;3;-;1;4;-;-;8
"230420 CRATO";1;6;4;3;1;-;-;15
"230425 CRUZ";5;2;-;2;1;-;-;10
"230426 DEPUTADO IRAPUAN PINHEIRO";-;-;-;1;-;-;-;1
"230427 ERERE";-;-;-;-;1;-;-;1
"230428 EUSEBIO";6;1;3;-;3;3;-;16
"230430 FARIAS BRITO";1;-;-;-;-;-;-;1
"230435 FORQUILHA";1;1;-;-;3;-;-;5
"230440 FORTALEZA";204;163;169;92;130;52;-;810
"230450 FRECHEIRINHA";-;-;1;2;-;-;-;3
"230465 GRACA";-;1;-;-;-;-;-;1
"230470 GRANJA";3;2;4;-;1;-;-;10
"230480 GRANJEIRO";-;-;-;-;1;-;-;1
"230490 GROAIRAS";-;-;1;-;-;-;-;1
"230495 GUAIUBA";-;2;1;-;1;1;-;5
"230520 HIDROLANDIA";-;1;-;2;-;-;-;3
"230523 HORIZONTE";-;-;2;5;4;-;-;11
"230530 IBIAPINA";1;-;2;-;-;-;-;3
"230535 ICAPUI";-;1;2;-;-;-;-;3
"230540 ICO";1;4;1;2;1;-;-;9
"230550 IGUATU";2;7;9;1;2;1;-;22
"230565 IPAPORANGA";-;-;1;-;-;-;-;1
"230580 IPU";-;1;-;-;-;-;-;1
"230590 IPUEIRAS";2;1;-;-;-;-;-;3
"230610 IRAUCUBA";2;-;1;1;2;1;-;7
"230625 ITAITINGA";5;26;28;17;8;3;-;87
"230630 ITAPAGE";1;-;2;-;1;1;-;5
"230640 ITAPIPOCA";10;5;13;1;6;6;-;41
"230650 ITAPIUNA";2;-;1;-;2;-;-;5
"230655 ITAREMA";-;1;1;3;3;-;-;8
"230660 ITATIRA";2;4;-;-;-;-;-;6
"230670 JAGUARETAMA";1;-;-;-;-;-;-;1
"230690 JAGUARIBE";4;2;-;1;1;-;-;8
"230700 JAGUARUANA";-;1;-;-;2;1;-;4
"230710 JARDIM";-;1;-;-;-;-;-;1
"230720 JATI";-;3;-;-;-;-;-;3
"230725 JIJOCA DE JERICOACOARA";1;1;4;1;4;-;-;11
"230730 JUAZEIRO DO NORTE";14;13;2;6;5;-;-;40
"230740 JUCAS";1;-;-;-;-;1;-;2
"230750 LAVRAS DA MANGABEIRA";-;1;-;-;-;-;-;1
"230760 LIMOEIRO DO NORTE";3;-;5;3;2;2;-;15
"230765 MARACANAU";44;33;35;22;37;19;-;190
"230770 MARANGUAPE";9;8;11;4;15;6;-;53
"230780 MARCO";2;6;6;4;4;2;-;24
"230790 MARTINOPOLE";-;3;2;-;-;4;-;9
"230800 MASSAPE";-;4;5;2;1;-;-;12
"230810 MAURITI";-;4;2;-;-;-;-;6
"230820 MERUOCA";1;1;-;-;1;-;-;3
"230830 MILAGRES";1;1;3;2;1;-;-;8
"230835 MILHA";-;-;1;1;-;1;-;3
"230837 MIRAIMA";2;-;-;-;1;-;-;3
"230840 MISSAO VELHA";-;-;3;-;-;-;-;3
"230850 MOMBACA";1;1;-;-;1;-;-;3
"230860 MONSENHOR TABOSA";-;-;-;1;1;-;-;2
"230870 MORADA NOVA";2;2;-;-;3;-;-;7
"230900 MUCAMBO";-;2;-;-;-;-;-;2
"230930 NOVA RUSSAS";1;1;-;-;1;-;-;3
"230945 OCARA";-;-;1;1;1;3;-;6
"230960 PACAJUS";-;4;3;1;2;2;-;12
"230970 PACATUBA";5;3;6;11;12;1;-;38
"230980 PACOTI";1;-;-;-;-;-;-;1
"230990 PACUJA";1;-;1;-;-;-;-;2
"231020 PARACURU";1;-;-;-;-;-;-;1
"231025 PARAIPABA";1;-;-;1;-;-;-;2
"231030 PARAMBU";-;-;-;-;-;1;-;1
"231040 PARAMOTI";-;-;1;-;-;-;-;1
"231050 PEDRA BRANCA";1;1;-;-;2;-;-;4
"231060 PENAFORTE";-;3;-;-;-;-;-;3
"231070 PENTECOSTE";-;1;-;-;-;-;-;1
"231085 PINDORETAMA";-;-;-;1;1;-;-;2
"231095 PIRES FERREIRA";-;-;-;-;-;1;-;1
"231120 POTENGI";-;-;-;-;2;-;-;2
"231123 POTIRETAMA";1;-;-;-;-;-;-;1
"231126 QUITERIANOPOLIS";-;-;-;1;-;-;-;1
"231130 QUIXADA";5;5;1;1;2;1;-;15
"231140 QUIXERAMOBIM";1;1;5;-;1;1;-;9
"231150 QUIXERE";-;2;1;-;1;-;-;4
"231160 REDENCAO";-;1;-;2;2;-;-;5
"231170 RERIUTABA";2;2;1;2;-;-;-;7
"231180 RUSSAS";6;2;1;2;-;2;-;13
"231190 SABOEIRO";-;-;1;-;1;1;-;3
"231200 SANTANA DO ACARAU";2;3;1;-;-;-;-;6
"231210 SANTANA DO CARIRI";-;1;-;-;-;-;-;1
"231220 SANTA QUITERIA";2;2;2;-;-;-;-;6
"231230 SAO BENEDITO";1;-;1;4;-;-;-;6
"231240 SAO GONCALO DO AMARANTE";5;2;3;2;6;2;-;20
"231290 SOBRAL";27;16;21;28;22;11;-;125
"231310 TABULEIRO DO NORTE";-;1;-;-;-;-;-;1
"231320 TAMBORIL";-;-;-;-;1;1;-;2
"231330 TAUA";9;2;8;1;5;3;-;28
"231340 TIANGUA";1;1;4;-;1;-;-;7
"231350 TRAIRI";1;5;1;-;2;-;-;9
"231355 TURURU";-;-;-;-;2;-;-;2
"231360 UBAJARA";2;-;2;-;-;-;-;4
"231375 UMIRIM";-;-;-;1;-;1;-;2
"231380 URUBURETAMA";-;-;-;2;-;-;-;2
"231390 URUOCA";3;-;-;1;-;-;-;4
"231395 VARJOTA";2;1;1;4;3;4;-;15
"231400 VARZEA ALEGRE";2;1;-;-;-;-;-;3
"231410 VICOSA DO CEARA";-;1;1;1;1;-;-;4
"240010 ACARI";1;-;-;-;-;-;-;1
"240020 ACU";1;-;-;-;1;1;-;3
"240030 AFONSO BEZERRA";4;1;1;-;-;-;-;6
"240050 ALEXANDRIA";-;2;1;-;-;-;-;3
"240070 ALTO DO RODRIGUES";-;1;1;-;-;-;-;2
"240100 APODI";-;1;-;-;-;-;-;1
"240110 AREIA BRANCA";2;-;1;-;-;-;-;3
"240120 ARES";1;1;-;1;-;-;-;3
"240140 BAIA FORMOSA";2;1;4;1;-;1;-;9
"240145 BARAUNA";-;-;-;1;2;1;-;4
"240150 BARCELONA";-;-;-;-;1;-;-;1
"240170 BOM JESUS";-;-;-;1;-;-;-;1
"240180 BREJINHO";1;-;2;2;1;1;-;7
"240185 CAICARA DO NORTE";-;-;-;-;1;-;-;1
"240200 CAICO";3;2;3;-;4;2;2;16
"240220 CANGUARETAMA";5;-;-;-;4;1;-;10
"240230 CARAUBAS";2;3;5;3;-;-;-;13
"240260 CEARA-MIRIM";5;3;8;8;59;5;3;91
"240270 CERRO CORA";1;-;-;-;1;-;-;2
"240280 CORONEL EZEQUIEL";-;-;1;-;-;-;-;1
"240310 CURRAIS NOVOS";-;-;4;-;3;1;-;8
"240325 PARNAMIRIM";10;6;6;10;17;9;2;60
"240340 EQUADOR";1;-;-;-;-;-;-;1
"240360 EXTREMOZ";6;8;7;4;8;17;2;52
"240370 FELIPE GUERRA";1;-;1;-;-;-;-;2
"240380 FLORANIA";1;-;-;1;2;1;-;5
"240420 GOIANINHA";-;1;-;-;-;1;1;3
"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;-;-;1;-;-;1
"240450 GUAMARE";2;-;-;-;-;-;-;2
"240460 IELMO MARINHO";1;-;-;-;1;1;-;3
"240470 IPANGUACU";-;1;-;-;-;-;-;1
"240480 IPUEIRA";-;1;-;-;-;-;-;1
"240485 ITAJA";-;-;-;-;1;-;-;1
"240500 JACANA";-;-;-;-;-;2;-;2
"240510 JANDAIRA";-;-;1;-;1;1;-;3
"240540 JAPI";-;-;1;-;-;-;-;1
"240550 JARDIM DE ANGICOS";1;-;-;-;-;-;-;1
"240560 JARDIM DE PIRANHAS";1;-;-;-;2;-;1;4
"240570 JARDIM DO SERIDO";-;-;-;2;1;-;-;3
"240580 JOAO CAMARA";3;3;3;5;5;2;-;21
"240610 JUCURUTU";-;-;-;-;-;1;-;1
"240620 LAGOA D'ANTA";1;1;-;-;-;-;-;2
"240630 LAGOA DE PEDRAS";-;-;1;1;-;-;-;2
"240650 LAGOA NOVA";-;2;1;2;-;-;1;6
"240660 LAGOA SALGADA";-;1;2;-;1;1;-;5
"240670 LAJES";1;2;2;-;1;2;-;8
"240680 LAJES PINTADAS";2;1;-;1;-;-;-;4
"240700 LUIS GOMES";-;1;-;-;-;-;-;1
"240710 MACAIBA";8;8;7;4;4;3;3;37
"240720 MACAU";1;1;7;1;2;3;-;15
"240725 MAJOR SALES";-;-;-;-;-;2;-;2
"240750 MAXARANGUAPE";-;-;-;1;-;-;-;1
"240760 MESSIAS TARGINO";-;1;-;-;-;-;-;1
"240770 MONTANHAS";-;1;1;-;-;1;-;3
"240780 MONTE ALEGRE";-;-;-;1;1;1;-;3
"240800 MOSSORO";27;16;22;15;12;7;-;99
"240810 NATAL";113;119;110;118;147;101;17;725
"240820 NISIA FLORESTA";1;1;-;211;5;1;-;219
"240830 NOVA CRUZ";1;1;1;-;2;3;-;8
"240880 PARAZINHO";-;-;-;1;1;-;-;2
"240890 PARELHAS";-;-;-;-;1;-;-;1
"240910 PASSA E FICA";-;-;-;-;-;2;-;2
"240920 PASSAGEM";-;-;-;1;-;-;-;1
"240933 SANTA MARIA";2;-;-;-;-;-;-;2
"240940 PAU DOS FERROS";-;2;2;1;1;1;-;7
"240970 PEDRO AVELINO";-;3;-;-;1;-;-;4
"240980 PEDRO VELHO";-;-;1;1;-;-;-;2
"240990 PENDENCIAS";1;1;-;-;-;-;-;2
"241000 PILOES";-;2;-;-;-;-;-;2
"241010 POCO BRANCO";-;-;1;-;1;1;-;3
"241025 PORTO DO MANGUE";-;1;-;-;-;-;-;1
"241030 SERRA CAIADA";-;-;1;-;-;-;-;1
"241040 PUREZA";-;1;-;-;-;-;-;1
"241090 RIACHUELO";-;-;1;2;4;1;-;8
"241105 TIBAU";-;-;-;1;-;-;-;1
"241120 SANTA CRUZ";2;1;4;1;1;2;-;11
"241140 SANTANA DO MATOS";-;1;-;-;-;-;-;1
"241142 SANTANA DO SERIDO";-;-;2;-;-;-;-;2
"241150 SANTO ANTONIO";-;-;1;2;1;-;-;4
"241180 SAO FERNANDO";-;1;2;1;1;-;-;5
"241190 SAO FRANCISCO DO OESTE";-;-;-;-;1;1;-;2
"241200 SAO GONCALO DO AMARANTE";5;2;4;3;8;2;1;25
"241220 SAO JOSE DE MIPIBU";2;1;1;2;4;1;1;12
"241250 SAO MIGUEL";-;1;-;-;-;-;-;1
"241255 SAO MIGUEL DO GOSTOSO";-;-;2;1;2;2;-;7
"241260 SAO PAULO DO POTENGI";-;2;-;-;-;-;-;2
"241270 SAO PEDRO";-;-;1;-;-;-;-;1
"241280 SAO RAFAEL";-;-;-;1;-;-;-;1
"241290 SAO TOME";1;-;-;-;-;-;-;1
"241310 SENADOR ELOI DE SOUZA";-;-;1;-;2;-;-;3
"241330 SERRA DE SAO BENTO";-;1;-;-;-;-;-;1
"241335 SERRA DO MEL";-;-;-;2;-;1;-;3
"241340 SERRA NEGRA DO NORTE";-;-;1;-;-;-;-;1
"241350 SERRINHA";1;-;2;-;-;-;-;3
"241360 SEVERIANO MELO";-;-;-;-;1;-;-;1
"241370 SITIO NOVO";1;-;-;-;-;-;-;1
"241390 TAIPU";2;1;-;-;-;-;-;3
"241410 TENENTE ANANIAS";-;-;-;1;-;-;-;1
"241420 TIBAU DO SUL";-;1;-;-;2;-;3;6
"241480 VERA CRUZ";2;-;-;-;-;-;-;2
"250030 ALAGOA GRANDE";-;-;3;-;-;-;-;3
"250040 ALAGOA NOVA";-;-;1;1;-;-;-;2
"250053 ALCANTIL";2;-;-;-;-;-;-;2
"250060 ALHANDRA";-;1;-;-;3;-;-;4
"250070 SAO JOAO DO RIO DO PEIXE";-;1;-;-;-;-;-;1
"250073 AMPARO";-;-;-;-;1;-;-;1
"250080 ARACAGI";-;2;-;-;-;-;-;2
"250100 ARARUNA";-;1;-;-;3;-;-;4
"250120 AREIAL";-;-;-;-;1;-;-;1
"250135 ASSUNCAO";-;-;-;-;1;-;-;1
"250170 BARRA DE SAO MIGUEL";2;-;-;-;-;-;-;2
"250180 BAYEUX";7;4;9;-;2;1;3;26
"250250 BOQUEIRAO";-;-;-;-;1;-;-;1
"250280 BREJO DO CRUZ";-;-;1;-;-;-;-;1
"250300 CAAPORA";1;1;-;-;1;-;-;3
"250320 CABEDELO";3;1;1;2;5;5;1;18
"250370 CAJAZEIRAS";1;-;1;3;2;1;-;8
"250380 CALDAS BRANDAO";-;-;-;-;-;1;-;1
"250400 CAMPINA GRANDE";6;5;8;2;-;-;1;22
"250403 CAPIM";-;-;-;1;-;-;-;1
"250407 CARAUBAS";-;-;-;-;-;1;-;1
"250420 CATINGUEIRA";-;-;1;-;-;-;-;1
"250430 CATOLE DO ROCHA";-;1;1;-;-;-;-;2
"250435 CATURITE";-;-;-;-;1;4;-;5
"250460 CONDE";-;4;3;4;1;1;-;13
"250470 CONGO";2;-;-;-;-;-;-;2
"250480 COREMAS";-;-;-;-;2;-;-;2
"250520 CUITEGI";-;-;-;-;1;-;-;1
"250570 DONA INES";-;-;-;-;-;1;-;1
"250600 ESPERANCA";1;-;-;-;-;-;-;1
"250620 FREI MARTINHO";-;-;-;-;1;-;-;1
"250630 GUARABIRA";1;-;4;1;1;2;1;10
"250680 INGA";-;-;5;-;-;-;-;5
"250690 ITABAIANA";1;-;-;-;-;-;-;1
"250710 ITAPOROROCA";-;1;-;-;-;-;-;1
"250720 ITATUBA";1;1;1;1;-;-;-;4
"250730 JACARAU";-;-;-;-;1;-;-;1
"250740 JERICO";1;-;-;-;3;-;-;4
"250750 JOAO PESSOA";68;67;85;78;77;74;19;468
"250760 JUAREZ TAVORA";-;-;2;1;-;-;-;3
"250770 JUAZEIRINHO";-;-;1;1;-;-;-;2
"250790 JURIPIRANGA";-;-;-;-;1;-;-;1
"250830 LAGOA SECA";-;1;1;-;-;1;-;3
"250860 LUCENA";-;1;-;-;-;1;-;2
"250870 MAE D'AGUA";-;-;-;-;1;-;-;1
"250880 MALTA";-;-;2;-;-;-;-;2
"250890 MAMANGUAPE";2;1;-;-;-;1;-;4
"250900 MANAIRA";-;2;-;-;-;-;-;2
"250905 MARCACAO";-;-;-;-;2;-;-;2
"250939 MATUREIA";-;1;-;-;-;-;-;1
"250940 MOGEIRO";-;-;-;-;-;1;-;1
"250950 MONTADAS";-;1;-;-;-;-;-;1
"250970 MONTEIRO";4;2;2;4;3;1;-;16
"251050 OLIVEDOS";-;-;-;-;1;-;-;1
"251060 OURO VELHO";-;1;-;-;-;-;-;1
"251080 PATOS";4;2;1;-;2;1;-;10
"251120 PEDRAS DE FOGO";-;-;1;-;-;-;-;1
"251130 PIANCO";-;-;1;-;-;-;-;1
"251140 PICUI";2;-;1;-;1;-;-;4
"251150 PILAR";-;-;1;-;-;-;-;1
"251200 POCINHOS";1;-;-;-;-;-;-;1
"251207 POCO DE JOSE DE MOURA";-;-;-;-;1;-;-;1
"251210 POMBAL";-;3;1;1;1;-;-;6
"251230 PRINCESA ISABEL";2;1;3;1;1;-;-;8
"251250 QUEIMADAS";-;-;-;1;1;3;-;5
"251270 REMIGIO";-;1;-;-;-;-;-;1
"251280 RIACHO DOS CAVALOS";1;-;-;-;-;-;-;1
"251290 RIO TINTO";-;-;-;-;-;-;1;1
"251310 SALGADO DE SAO FELIX";1;-;-;-;-;-;-;1
"251320 SANTA CRUZ";-;1;1;-;-;-;-;2
"251335 SANTA INES";-;-;-;-;1;-;-;1
"251340 SANTA LUZIA";-;-;1;-;-;-;-;1
"251370 SANTA RITA";6;7;2;2;-;-;1;18
"251390 SAO BENTO";-;1;-;-;-;-;-;1
"251400 SAO JOAO DO CARIRI";-;1;-;-;-;-;-;1
"251410 SAO JOAO DO TIGRE";-;1;-;-;-;1;-;2
"251445 SAO JOSE DOS RAMOS";-;2;-;2;-;-;-;4
"251470 SAO JOSE DO SABUGI";-;-;-;-;1;-;-;1
"251520 SAO SEBASTIAO DO UMBUZEIRO";1;-;-;-;-;-;-;1
"251530 SAPE";-;1;-;-;-;-;-;1
"251540 SAO VICENTE DO SERIDO";-;-;-;-;-;1;-;1
"251550 SERRA BRANCA";-;-;-;1;-;-;-;1
"251560 SERRA DA RAIZ";-;-;2;-;-;-;-;2
"251590 SERRARIA";-;-;-;1;-;1;-;2
"251593 SERTAOZINHO";-;-;-;-;1;-;-;1
"251610 SOLEDADE";-;-;1;-;-;-;-;1
"251620 SOUSA";-;1;1;2;-;-;-;4
"251630 SUME";-;1;-;-;1;-;-;2
"251640 TACIMA";-;-;-;-;1;-;-;1
"251650 TAPEROA";-;-;-;1;-;-;-;1
"251670 TEIXEIRA";-;1;-;-;-;-;-;1
"251700 UMBUZEIRO";2;1;-;-;-;-;-;3
"260005 ABREU E LIMA";84;69;66;87;68;35;-;409
"260010 AFOGADOS DA INGAZEIRA";1;3;4;-;1;3;-;12
"260030 AGRESTINA";1;-;-;1;-;-;-;2
"260040 AGUA PRETA";3;1;4;4;1;3;1;17
"260050 AGUAS BELAS";-;2;3;9;11;5;-;30
"260060 ALAGOINHA";1;-;1;1;1;-;1;5
"260070 ALIANCA";2;3;3;-;2;-;-;10
"260080 ALTINHO";1;-;-;-;1;-;-;2
"260090 AMARAJI";-;1;-;-;-;-;-;1
"260105 ARACOIABA";3;6;13;-;7;2;1;32
"260110 ARARIPINA";6;7;2;2;17;-;-;34
"260120 ARCOVERDE";7;11;27;5;15;7;5;77
"260130 BARRA DE GUABIRABA";-;-;-;1;1;1;-;3
"260140 BARREIROS";1;1;3;-;-;-;-;5
"260150 BELEM DE MARIA";-;-;-;-;2;-;-;2
"260160 BELEM DE SAO FRANCISCO";3;5;4;-;1;-;-;13
"260170 BELO JARDIM";1;2;7;3;4;3;-;20
"260180 BETANIA";-;-;2;-;1;-;-;3
"260190 BEZERROS";3;-;-;3;1;-;-;7
"260200 BODOCO";-;-;-;2;1;1;-;4
"260210 BOM CONSELHO";2;1;1;-;3;1;-;8
"260220 BOM JARDIM";-;-;2;-;-;-;-;2
"260230 BONITO";-;-;-;3;-;2;-;5
"260240 BREJAO";-;-;1;-;1;-;-;2
"260260 BREJO DA MADRE DE DEUS";-;1;-;-;-;1;-;2
"260270 BUENOS AIRES";1;-;2;-;1;-;-;4
"260280 BUIQUE";9;6;2;6;10;3;1;37
"260290 CABO DE SANTO AGOSTINHO";18;9;11;22;12;6;-;78
"260300 CABROBO";1;-;2;2;1;2;-;8
"260310 CACHOEIRINHA";-;1;1;-;-;-;-;2
"260320 CAETES";1;1;-;-;-;-;-;2
"260330 CALCADO";1;-;-;-;-;-;-;1
"260345 CAMARAGIBE";20;10;23;13;25;5;-;96
"260350 CAMOCIM DE SAO FELIX";1;1;-;-;-;-;-;2
"260360 CAMUTANGA";1;1;1;-;1;-;-;4
"260380 CAPOEIRAS";-;1;-;1;1;1;-;4
"260390 CARNAIBA";-;1;1;1;-;-;-;3
"260392 CARNAUBEIRA DA PENHA";1;-;1;1;-;-;-;3
"260400 CARPINA";8;12;20;3;8;-;-;51
"260410 CARUARU";25;28;45;26;22;31;1;178
"260415 CASINHAS";-;3;3;-;-;2;-;8
"260420 CATENDE";1;2;-;1;1;-;-;5
"260440 CHA DE ALEGRIA";1;1;1;1;5;3;1;13
"260450 CHA GRANDE";-;1;-;1;7;1;-;10
"260460 CONDADO";-;3;5;2;8;4;-;22
"260480 CORTES";-;-;1;-;-;1;-;2
"260490 CUMARU";-;-;-;-;1;1;-;2
"260500 CUPIRA";1;-;1;-;1;-;-;3
"260510 CUSTODIA";-;-;1;-;-;-;-;1
"260515 DORMENTES";2;-;2;-;5;-;1;10
"260520 ESCADA";-;1;4;1;5;3;-;14
"260530 EXU";-;-;-;1;-;-;-;1
"260540 FEIRA NOVA";3;-;-;1;-;-;-;4
"260545 FERNANDO DE NORONHA";-;1;3;1;-;1;-;6
"260550 FERREIROS";-;1;-;-;-;-;-;1
"260560 FLORES";2;2;-;-;-;-;-;4
"260570 FLORESTA";3;-;1;-;-;-;-;4
"260580 FREI MIGUELINHO";-;-;-;-;-;1;-;1
"260590 GAMELEIRA";1;2;2;2;3;-;-;10
"260600 GARANHUNS";2;4;5;4;5;1;1;22
